Generation,Time,All,Acceptable,Unacceptable
1st, 8 seconds,0,0,0
2nd, 14 seconds,0,0,0
3rd, 27 seconds,1,1,0
4th, 38 seconds,2,1,1
5th, 50 seconds,0,0,0
6th, 1 minutes 4 seconds,1,1,0
7th, 1 minutes 18 seconds,0,0,0
8th, 1 minutes 31 seconds,1,1,0
9th, 1 minutes 44 seconds,1,1,0
10th, 1 minutes 55 seconds,1,0,1
11th, 2 minutes 7 seconds,1,1,0
12th, 2 minutes 21 seconds,1,1,0
13th, 2 minutes 34 seconds,1,0,1
14th, 2 minutes 49 seconds,2,1,1
15th, 3 minutes 2 seconds,0,0,0
16th, 3 minutes 16 seconds,2,1,1
17th, 3 minutes 29 seconds,0,0,0
18th, 3 minutes 43 seconds,0,0,0
19th, 3 minutes 57 seconds,1,1,0
20th, 4 minutes 11 seconds,0,0,0
21st, 4 minutes 26 seconds,1,0,1
22nd, 4 minutes 40 seconds,0,0,0
23rd, 4 minutes 56 seconds,0,0,0
24th, 5 minutes 11 seconds,0,0,0
25th, 5 minutes 26 seconds,0,0,0
26th, 5 minutes 41 seconds,0,0,0
27th, 5 minutes 56 seconds,2,1,1
28th, 6 minutes 11 seconds,0,0,0
29th, 6 minutes 27 seconds,1,0,1
30th, 6 minutes 42 seconds,1,1,0
31st, 6 minutes 59 seconds,1,0,1
32nd, 7 minutes 15 seconds,2,0,2
33rd, 7 minutes 31 seconds,0,0,0
34th, 7 minutes 47 seconds,0,0,0
35th, 8 minutes 1 seconds,0,0,0
36th, 8 minutes 18 seconds,0,0,0
37th, 8 minutes 34 seconds,0,0,0
38th, 8 minutes 50 seconds,0,0,0
39th, 9 minutes 6 seconds,0,0,0
40th, 9 minutes 22 seconds,1,1,0
41st, 24 minutes 40 seconds,0,0,0
42nd, 39 minutes 58 seconds,0,0,0
43rd, 40 minutes 13 seconds,0,0,0
44th, 55 minutes 31 seconds,0,0,0
45th, 1 hours 25 minutes 48 seconds,0,0,0
46th, 2 hours 20 minutes 8 seconds,1,0,1
47th, 2 hours 20 minutes 24 seconds,0,0,0
48th, 2 hours 20 minutes 42 seconds,0,0,0
49th, 2 hours 21 minutes 1 seconds,0,0,0
50th, 2 hours 21 minutes 18 seconds,0,0,0
51st, 2 hours 21 minutes 36 seconds,0,0,0
52nd, 2 hours 21 minutes 54 seconds,1,0,1
53rd, 2 hours 22 minutes 12 seconds,1,0,1
54th, 2 hours 22 minutes 31 seconds,0,0,0
55th, 2 hours 22 minutes 50 seconds,0,0,0
56th, 2 hours 38 minutes 8 seconds,0,0,0
57th, 2 hours 38 minutes 26 seconds,0,0,0
58th, 2 hours 38 minutes 45 seconds,0,0,0
59th, 2 hours 54 minutes 4 seconds,0,0,0
60th, 2 hours 54 minutes 22 seconds,0,0,0
61st, 2 hours 54 minutes 41 seconds,0,0,0
62nd, 2 hours 54 minutes 59 seconds,0,0,0
63rd, 2 hours 55 minutes 18 seconds,0,0,0
64th, 2 hours 55 minutes 37 seconds,0,0,0
65th, 2 hours 55 minutes 55 seconds,0,0,0
66th, 2 hours 56 minutes 13 seconds,0,0,0
67th, 2 hours 56 minutes 31 seconds,0,0,0
68th, 2 hours 56 minutes 49 seconds,0,0,0
69th, 2 hours 57 minutes 8 seconds,1,0,1
70th, 2 hours 57 minutes 26 seconds,0,0,0
71st, 2 hours 57 minutes 44 seconds,0,0,0
72nd, 2 hours 58 minutes 2 seconds,0,0,0
73rd, 2 hours 58 minutes 20 seconds,0,0,0
74th, 2 hours 58 minutes 37 seconds,0,0,0
75th, 2 hours 58 minutes 56 seconds,0,0,0
76th, 2 hours 59 minutes 14 seconds,0,0,0
77th, 2 hours 59 minutes 32 seconds,0,0,0
78th, 2 hours 59 minutes 51 seconds,1,0,1
79th, 3 hours 9 seconds,1,0,1
80th, 3 hours 28 seconds,0,0,0
81st, 3 hours 47 seconds,1,0,1
82nd, 3 hours 1 minutes 5 seconds,0,0,0
83rd, 3 hours 1 minutes 25 seconds,0,0,0
84th, 3 hours 1 minutes 45 seconds,0,0,0
85th, 3 hours 2 minutes 5 seconds,0,0,0
86th, 3 hours 2 minutes 25 seconds,0,0,0
87th, 3 hours 2 minutes 45 seconds,0,0,0
88th, 3 hours 3 minutes 5 seconds,0,0,0
89th, 3 hours 3 minutes 25 seconds,0,0,0
90th, 3 hours 3 minutes 46 seconds,1,0,1
91st, 3 hours 4 minutes 7 seconds,0,0,0
92nd, 3 hours 4 minutes 28 seconds,0,0,0
93rd, 3 hours 4 minutes 49 seconds,0,0,0
94th, 3 hours 5 minutes 11 seconds,1,0,1
95th, 3 hours 5 minutes 32 seconds,0,0,0
96th, 3 hours 5 minutes 52 seconds,0,0,0
97th, 3 hours 6 minutes 14 seconds,0,0,0
98th, 3 hours 6 minutes 35 seconds,0,0,0
99th, 3 hours 6 minutes 56 seconds,1,0,1
100th, 3 hours 7 minutes 17 seconds,0,0,0
101st, 3 hours 7 minutes 38 seconds,1,0,1
102nd, 3 hours 7 minutes 58 seconds,0,0,0
103rd, 3 hours 8 minutes 18 seconds,0,0,0
104th, 3 hours 8 minutes 39 seconds,0,0,0
105th, 3 hours 9 minutes 0 seconds,2,0,2
106th, 3 hours 9 minutes 20 seconds,0,0,0
107th, 3 hours 9 minutes 40 seconds,0,0,0
108th, 3 hours 10 minutes 1 seconds,0,0,0
109th, 3 hours 10 minutes 21 seconds,1,0,1
110th, 3 hours 10 minutes 41 seconds,0,0,0
111th, 3 hours 11 minutes 3 seconds,0,0,0
112th, 3 hours 11 minutes 25 seconds,3,0,3
113th, 3 hours 11 minutes 47 seconds,2,0,2
114th, 3 hours 12 minutes 11 seconds,0,0,0
115th, 3 hours 12 minutes 33 seconds,0,0,0
116th, 3 hours 12 minutes 57 seconds,1,0,1
117th, 3 hours 13 minutes 19 seconds,1,0,1
118th, 3 hours 13 minutes 41 seconds,0,0,0
119th, 3 hours 14 minutes 5 seconds,0,0,0
120th, 3 hours 14 minutes 29 seconds,0,0,0
121st, 3 hours 14 minutes 53 seconds,0,0,0
122nd, 3 hours 15 minutes 15 seconds,0,0,0
123rd, 3 hours 15 minutes 38 seconds,0,0,0
124th, 3 hours 16 minutes 2 seconds,0,0,0
125th, 3 hours 31 minutes 27 seconds,0,0,0
126th, 3 hours 31 minutes 51 seconds,0,0,0
127th, 3 hours 32 minutes 14 seconds,0,0,0
128th, 3 hours 32 minutes 37 seconds,0,0,0
129th, 3 hours 33 minutes 1 seconds,0,0,0
130th, 3 hours 33 minutes 23 seconds,0,0,0
131st, 3 hours 33 minutes 47 seconds,0,0,0
132nd, 3 hours 34 minutes 10 seconds,0,0,0
133rd, 3 hours 34 minutes 34 seconds,0,0,0
134th, 3 hours 34 minutes 57 seconds,0,0,0
135th, 3 hours 35 minutes 22 seconds,0,0,0
136th, 3 hours 35 minutes 47 seconds,0,0,0
137th, 3 hours 36 minutes 10 seconds,0,0,0
138th, 3 hours 36 minutes 35 seconds,0,0,0
139th, 3 hours 36 minutes 59 seconds,0,0,0
140th, 3 hours 37 minutes 24 seconds,0,0,0
141st, 3 hours 37 minutes 47 seconds,0,0,0
142nd, 3 hours 38 minutes 12 seconds,0,0,0
143rd, 3 hours 38 minutes 36 seconds,0,0,0
144th, 3 hours 39 minutes 1 seconds,0,0,0
145th, 3 hours 39 minutes 25 seconds,0,0,0
146th, 3 hours 39 minutes 51 seconds,1,0,1
147th, 3 hours 40 minutes 16 seconds,1,0,1
148th, 3 hours 40 minutes 41 seconds,0,0,0
149th, 3 hours 41 minutes 6 seconds,0,0,0
150th, 3 hours 41 minutes 34 seconds,0,0,0
151st, 3 hours 41 minutes 58 seconds,0,0,0
152nd, 3 hours 42 minutes 23 seconds,0,0,0
153rd, 3 hours 42 minutes 48 seconds,0,0,0
154th, 3 hours 43 minutes 13 seconds,1,0,1
155th, 3 hours 43 minutes 39 seconds,0,0,0
156th, 3 hours 44 minutes 7 seconds,1,0,1
157th, 3 hours 44 minutes 35 seconds,0,0,0
158th, 3 hours 45 minutes 1 seconds,0,0,0
159th, 3 hours 45 minutes 27 seconds,0,0,0
160th, 3 hours 45 minutes 53 seconds,0,0,0
161st, 3 hours 46 minutes 19 seconds,1,0,1
162nd, 3 hours 46 minutes 46 seconds,1,0,1
163rd, 3 hours 47 minutes 13 seconds,0,0,0
164th, 3 hours 47 minutes 41 seconds,0,0,0
165th, 3 hours 48 minutes 10 seconds,0,0,0
166th, 3 hours 48 minutes 38 seconds,0,0,0
167th, 3 hours 49 minutes 6 seconds,0,0,0
168th, 3 hours 49 minutes 35 seconds,0,0,0
169th, 3 hours 50 minutes 3 seconds,0,0,0
170th, 3 hours 50 minutes 30 seconds,0,0,0
171st, 3 hours 50 minutes 58 seconds,0,0,0
172nd, 3 hours 51 minutes 28 seconds,1,0,1
173rd, 3 hours 51 minutes 58 seconds,1,0,1
174th, 3 hours 52 minutes 26 seconds,0,0,0
175th, 3 hours 52 minutes 57 seconds,0,0,0
176th, 3 hours 53 minutes 27 seconds,0,0,0
177th, 3 hours 53 minutes 57 seconds,0,0,0
178th, 3 hours 54 minutes 29 seconds,0,0,0
179th, 3 hours 54 minutes 58 seconds,0,0,0
180th, 3 hours 55 minutes 28 seconds,0,0,0
181st, 3 hours 55 minutes 57 seconds,0,0,0
182nd, 3 hours 56 minutes 30 seconds,0,0,0
183rd, 3 hours 57 minutes 0 seconds,0,0,0
184th, 3 hours 57 minutes 31 seconds,1,0,1
185th, 3 hours 58 minutes 3 seconds,0,0,0
186th, 3 hours 58 minutes 31 seconds,1,0,1
187th, 3 hours 59 minutes 3 seconds,0,0,0
188th, 3 hours 59 minutes 35 seconds,0,0,0
189th, 4 hours 7 seconds,0,0,0
190th, 4 hours 37 seconds,1,0,1
191st, 4 hours 1 minutes 8 seconds,0,0,0
192nd, 4 hours 1 minutes 39 seconds,0,0,0
193rd, 4 hours 2 minutes 11 seconds,0,0,0
194th, 4 hours 2 minutes 44 seconds,0,0,0
195th, 4 hours 3 minutes 16 seconds,0,0,0
196th, 4 hours 3 minutes 47 seconds,0,0,0
197th, 4 hours 4 minutes 20 seconds,0,0,0
198th, 4 hours 4 minutes 51 seconds,1,0,1
199th, 4 hours 5 minutes 24 seconds,0,0,0
200th, 4 hours 5 minutes 56 seconds,0,0,0
201st, 4 hours 6 minutes 29 seconds,0,0,0
202nd, 4 hours 7 minutes 2 seconds,0,0,0
203rd, 4 hours 7 minutes 36 seconds,0,0,0
204th, 4 hours 8 minutes 10 seconds,0,0,0
205th, 4 hours 8 minutes 44 seconds,1,0,1
206th, 4 hours 9 minutes 18 seconds,0,0,0
207th, 4 hours 9 minutes 54 seconds,0,0,0
208th, 4 hours 10 minutes 27 seconds,0,0,0
209th, 4 hours 11 minutes 1 seconds,0,0,0
210th, 4 hours 11 minutes 36 seconds,0,0,0
211th, 4 hours 12 minutes 9 seconds,1,0,1
212th, 4 hours 12 minutes 44 seconds,0,0,0
213th, 4 hours 13 minutes 18 seconds,2,0,2
214th, 4 hours 13 minutes 53 seconds,0,0,0
215th, 4 hours 14 minutes 27 seconds,0,0,0
216th, 4 hours 14 minutes 59 seconds,1,0,1
217th, 4 hours 15 minutes 34 seconds,0,0,0
218th, 4 hours 16 minutes 8 seconds,0,0,0
219th, 4 hours 16 minutes 43 seconds,0,0,0
