Generation,Time,All,Acceptable,Unacceptable
1st, 10 seconds,0,0,0
2nd, 17 seconds,1,1,0
3rd, 30 seconds,1,1,0
4th, 40 seconds,0,0,0
5th, 50 seconds,0,0,0
6th, 59 seconds,1,1,0
7th, 1 minutes 10 seconds,2,0,2
8th, 1 minutes 20 seconds,2,2,0
9th, 1 minutes 30 seconds,0,0,0
10th, 1 minutes 41 seconds,0,0,0
11th, 16 minutes 53 seconds,2,1,1
12th, 17 minutes 5 seconds,0,0,0
13th, 17 minutes 18 seconds,0,0,0
14th, 17 minutes 31 seconds,0,0,0
15th, 17 minutes 44 seconds,1,0,1
16th, 17 minutes 58 seconds,1,0,1
17th, 18 minutes 11 seconds,1,0,1
18th, 18 minutes 24 seconds,2,1,1
19th, 18 minutes 39 seconds,0,0,0
20th, 18 minutes 53 seconds,0,0,0
21st, 19 minutes 7 seconds,1,0,1
22nd, 19 minutes 20 seconds,2,2,0
23rd, 19 minutes 34 seconds,0,0,0
24th, 19 minutes 47 seconds,1,0,1
25th, 20 minutes 0 seconds,1,0,1
26th, 20 minutes 14 seconds,0,0,0
27th, 20 minutes 27 seconds,0,0,0
28th, 35 minutes 41 seconds,1,0,1
29th, 35 minutes 54 seconds,0,0,0
30th, 36 minutes 9 seconds,0,0,0
31st, 36 minutes 22 seconds,1,0,1
32nd, 36 minutes 35 seconds,1,0,1
33rd, 36 minutes 50 seconds,0,0,0
34th, 52 minutes 5 seconds,2,0,2
35th, 52 minutes 20 seconds,2,0,2
36th, 52 minutes 35 seconds,0,0,0
37th, 52 minutes 51 seconds,2,0,2
38th, 53 minutes 5 seconds,0,0,0
39th, 53 minutes 20 seconds,0,0,0
40th, 53 minutes 36 seconds,1,1,0
41st, 53 minutes 51 seconds,0,0,0
42nd, 54 minutes 5 seconds,0,0,0
43rd, 1 hours 9 minutes 20 seconds,0,0,0
44th, 1 hours 9 minutes 34 seconds,0,0,0
45th, 1 hours 9 minutes 48 seconds,1,0,1
46th, 1 hours 16 minutes 5 seconds,1,0,1
47th, 1 hours 16 minutes 19 seconds,0,0,0
48th, 1 hours 16 minutes 35 seconds,0,0,0
49th, 1 hours 16 minutes 51 seconds,0,0,0
50th, 1 hours 17 minutes 6 seconds,0,0,0
51st, 1 hours 17 minutes 22 seconds,1,0,1
52nd, 1 hours 32 minutes 39 seconds,0,0,0
53rd, 1 hours 32 minutes 55 seconds,0,0,0
54th, 1 hours 33 minutes 12 seconds,1,0,1
55th, 1 hours 48 minutes 29 seconds,1,0,1
56th, 1 hours 48 minutes 45 seconds,0,0,0
57th, 1 hours 49 minutes 2 seconds,1,0,1
58th, 1 hours 52 minutes 20 seconds,0,0,0
59th, 2 hours 7 minutes 39 seconds,0,0,0
60th, 2 hours 7 minutes 55 seconds,0,0,0
61st, 2 hours 8 minutes 11 seconds,0,0,0
62nd, 2 hours 23 minutes 29 seconds,0,0,0
63rd, 2 hours 23 minutes 46 seconds,0,0,0
64th, 2 hours 24 minutes 3 seconds,0,0,0
65th, 2 hours 24 minutes 21 seconds,0,0,0
66th, 2 hours 24 minutes 38 seconds,0,0,0
67th, 2 hours 24 minutes 54 seconds,0,0,0
68th, 2 hours 25 minutes 11 seconds,0,0,0
69th, 2 hours 25 minutes 28 seconds,0,0,0
70th, 2 hours 40 minutes 45 seconds,0,0,0
71st, 2 hours 41 minutes 2 seconds,0,0,0
72nd, 2 hours 41 minutes 20 seconds,0,0,0
73rd, 2 hours 41 minutes 37 seconds,0,0,0
74th, 2 hours 41 minutes 55 seconds,0,0,0
75th, 2 hours 42 minutes 15 seconds,0,0,0
76th, 2 hours 42 minutes 33 seconds,0,0,0
77th, 2 hours 42 minutes 51 seconds,0,0,0
78th, 2 hours 58 minutes 10 seconds,0,0,0
79th, 2 hours 58 minutes 29 seconds,0,0,0
80th, 2 hours 58 minutes 48 seconds,0,0,0
81st, 3 hours 14 minutes 7 seconds,1,0,1
82nd, 3 hours 14 minutes 26 seconds,0,0,0
83rd, 3 hours 29 minutes 48 seconds,0,0,0
84th, 4 hours 30 minutes 8 seconds,0,0,0
85th, 4 hours 30 minutes 27 seconds,2,0,2
86th, 4 hours 30 minutes 46 seconds,0,0,0
87th, 4 hours 46 minutes 6 seconds,0,0,0
88th, 4 hours 46 minutes 27 seconds,0,0,0
89th, 4 hours 46 minutes 48 seconds,0,0,0
90th, 4 hours 47 minutes 9 seconds,0,0,0
91st, 4 hours 47 minutes 31 seconds,1,0,1
92nd, 4 hours 47 minutes 53 seconds,3,0,3
93rd, 4 hours 48 minutes 13 seconds,0,0,0
94th, 4 hours 48 minutes 33 seconds,0,0,0
95th, 4 hours 48 minutes 54 seconds,0,0,0
96th, 4 hours 49 minutes 16 seconds,0,0,0
97th, 5 hours 19 minutes 38 seconds,2,0,2
98th, 5 hours 35 minutes 0 seconds,1,0,1
99th, 5 hours 35 minutes 23 seconds,1,0,1
100th, 5 hours 50 minutes 45 seconds,0,0,0
101st, 6 hours 7 seconds,1,0,1
102nd, 6 hours 15 minutes 30 seconds,0,0,0
103rd, 6 hours 15 minutes 52 seconds,2,0,2
104th, 6 hours 16 minutes 15 seconds,0,0,0
105th, 6 hours 31 minutes 38 seconds,0,0,0
106th, 6 hours 31 minutes 59 seconds,1,0,1
107th, 6 hours 32 minutes 23 seconds,3,0,3
108th, 6 hours 32 minutes 46 seconds,0,0,0
109th, 6 hours 33 minutes 11 seconds,2,0,2
110th, 6 hours 33 minutes 35 seconds,0,0,0
111th, 6 hours 34 minutes 0 seconds,1,0,1
112th, 6 hours 34 minutes 26 seconds,0,0,0
113th, 6 hours 34 minutes 49 seconds,2,0,2
114th, 6 hours 35 minutes 13 seconds,3,0,3
