Generation,Time,All,Acceptable,Unacceptable
1st, 33 minutes 6 seconds,0,0,0
2nd, 33 minutes 13 seconds,0,0,0
3rd, 33 minutes 30 seconds,0,0,0
4th, 33 minutes 42 seconds,0,0,0
5th, 33 minutes 54 seconds,0,0,0
6th, 34 minutes 6 seconds,0,0,0
7th, 1 hours 7 minutes 20 seconds,0,0,0
8th, 2 hours 13 minutes 33 seconds,0,0,0
9th, 2 hours 13 minutes 44 seconds,0,0,0
10th, 2 hours 46 minutes 59 seconds,0,0,0
11th, 3 hours 20 minutes 16 seconds,0,0,0
12th, 3 hours 56 minutes 36 seconds,0,0,0
13th, 4 hours 29 minutes 55 seconds,0,0,0
14th, 4 hours 30 minutes 16 seconds,0,0,0
15th, 4 hours 30 minutes 35 seconds,0,0,0
16th, 4 hours 30 minutes 56 seconds,0,0,0
17th, 4 hours 31 minutes 17 seconds,0,0,0
18th, 4 hours 31 minutes 39 seconds,0,0,0
19th, 5 hours 38 minutes 3 seconds,0,0,0
20th, 5 hours 38 minutes 26 seconds,0,0,0
21st, 6 hours 14 minutes 51 seconds,0,0,0
22nd, 6 hours 48 minutes 14 seconds,0,0,0
23rd, 6 hours 48 minutes 38 seconds,1,0,1
24th, 6 hours 49 minutes 0 seconds,0,0,0
25th, 7 hours 22 minutes 23 seconds,0,0,0
26th, 7 hours 22 minutes 47 seconds,1,0,1
27th, 9 hours 2 minutes 11 seconds,0,0,0
28th, 9 hours 2 minutes 35 seconds,0,0,0
29th, 9 hours 3 minutes 0 seconds,0,0,0
30th, 9 hours 3 minutes 28 seconds,0,0,0
31st, 9 hours 45 minutes 55 seconds,0,0,0
32nd, 9 hours 46 minutes 19 seconds,0,0,0
33rd, 9 hours 46 minutes 43 seconds,0,0,0
34th, 9 hours 47 minutes 8 seconds,0,0,0
35th, 9 hours 47 minutes 32 seconds,0,0,0
36th, 9 hours 47 minutes 57 seconds,0,0,0
37th, 9 hours 48 minutes 24 seconds,0,0,0
38th, 10 hours 21 minutes 50 seconds,0,0,0
39th, 10 hours 22 minutes 18 seconds,0,0,0
40th, 10 hours 55 minutes 47 seconds,1,0,1
41st, 10 hours 56 minutes 15 seconds,0,0,0
42nd, 10 hours 56 minutes 43 seconds,1,0,1
43rd, 10 hours 57 minutes 10 seconds,0,0,0
44th, 11 hours 30 minutes 37 seconds,0,0,0
45th, 11 hours 31 minutes 1 seconds,0,0,0
46th, 11 hours 31 minutes 28 seconds,0,0,0
47th, 12 hours 4 minutes 57 seconds,0,0,0
48th, 12 hours 5 minutes 24 seconds,0,0,0
49th, 12 hours 5 minutes 50 seconds,0,0,0
50th, 12 hours 6 minutes 17 seconds,0,0,0
51st, 12 hours 39 minutes 45 seconds,0,0,0
52nd, 12 hours 40 minutes 11 seconds,0,0,0
53rd, 13 hours 13 minutes 37 seconds,0,0,0
54th, 13 hours 47 minutes 4 seconds,1,0,1
55th, 13 hours 47 minutes 30 seconds,0,0,0
56th, 13 hours 47 minutes 57 seconds,0,0,0
57th, 13 hours 48 minutes 25 seconds,1,0,1
58th, 13 hours 48 minutes 53 seconds,0,0,0
59th, 13 hours 49 minutes 22 seconds,1,0,1
60th, 14 hours 22 minutes 51 seconds,0,0,0
61st, 14 hours 23 minutes 19 seconds,0,0,0
62nd, 14 hours 23 minutes 46 seconds,1,0,1
63rd, 14 hours 57 minutes 13 seconds,0,0,0
64th, 14 hours 57 minutes 40 seconds,0,0,0
65th, 14 hours 58 minutes 7 seconds,0,0,0
66th, 14 hours 58 minutes 34 seconds,0,0,0
67th, 14 hours 59 minutes 1 seconds,0,0,0
68th, 16 hours 38 minutes 31 seconds,0,0,0
69th, 16 hours 38 minutes 59 seconds,0,0,0
70th, 16 hours 39 minutes 26 seconds,0,0,0
71st, 18 hours 18 minutes 57 seconds,0,0,0
72nd, 18 hours 52 minutes 28 seconds,1,0,1
73rd, 18 hours 52 minutes 59 seconds,0,0,0
74th, 18 hours 53 minutes 28 seconds,0,0,0
75th, 19 hours 26 minutes 54 seconds,0,0,0
76th, 19 hours 27 minutes 20 seconds,0,0,0
77th, 19 hours 27 minutes 46 seconds,0,0,0
78th, 20 hours 1 minutes 12 seconds,0,0,0
79th, 20 hours 1 minutes 38 seconds,0,0,0
80th, 20 hours 2 minutes 7 seconds,0,0,0
81st, 20 hours 2 minutes 35 seconds,0,0,0
82nd, 20 hours 36 minutes 0 seconds,0,0,0
83rd, 20 hours 36 minutes 27 seconds,1,0,1
84th, 20 hours 36 minutes 52 seconds,0,0,0
85th, 20 hours 37 minutes 18 seconds,0,0,0
86th, 20 hours 37 minutes 44 seconds,0,0,0
87th, 20 hours 38 minutes 10 seconds,0,0,0
88th, 20 hours 38 minutes 36 seconds,0,0,0
89th, 21 hours 12 minutes 3 seconds,0,0,0
90th, 21 hours 12 minutes 31 seconds,0,0,0
91st, 21 hours 12 minutes 59 seconds,0,0,0
92nd, 21 hours 13 minutes 26 seconds,0,0,0
93rd, 21 hours 19 minutes 53 seconds,1,0,1
94th, 21 hours 20 minutes 20 seconds,0,0,0
95th, 21 hours 20 minutes 50 seconds,0,0,0
96th, 21 hours 21 minutes 20 seconds,0,0,0
97th, 21 hours 21 minutes 50 seconds,0,0,0
98th, 21 hours 55 minutes 20 seconds,0,0,0
99th, 22 hours 28 minutes 51 seconds,0,0,0
100th, 23 hours 2 minutes 22 seconds,0,0,0
101st, 23 hours 35 minutes 57 seconds,0,0,0
102nd, 24 hours 9 minutes 32 seconds,0,0,0
