Generation,Time,All,Acceptable,Unacceptable
1st, 5 seconds,0,0,0
2nd, 11 seconds,0,0,0
3rd, 24 seconds,0,0,0
4th, 38 seconds,0,0,0
5th, 51 seconds,0,0,0
6th, 34 minutes 7 seconds,0,0,0
7th, 34 minutes 22 seconds,0,0,0
8th, 34 minutes 39 seconds,0,0,0
9th, 34 minutes 56 seconds,0,0,0
10th, 1 hours 8 minutes 13 seconds,0,0,0
11th, 1 hours 8 minutes 30 seconds,0,0,0
12th, 1 hours 41 minutes 50 seconds,0,0,0
13th, 2 hours 15 minutes 9 seconds,0,0,0
14th, 2 hours 15 minutes 30 seconds,0,0,0
15th, 2 hours 15 minutes 50 seconds,0,0,0
16th, 2 hours 49 minutes 10 seconds,0,0,0
17th, 2 hours 49 minutes 33 seconds,0,0,0
18th, 2 hours 49 minutes 56 seconds,0,0,0
19th, 2 hours 50 minutes 18 seconds,0,0,0
20th, 2 hours 50 minutes 41 seconds,0,0,0
21st, 3 hours 24 minutes 2 seconds,0,0,0
22nd, 3 hours 57 minutes 24 seconds,1,0,1
23rd, 3 hours 57 minutes 46 seconds,0,0,0
24th, 3 hours 58 minutes 10 seconds,1,0,1
25th, 3 hours 58 minutes 33 seconds,0,0,0
26th, 4 hours 31 minutes 56 seconds,0,0,0
27th, 4 hours 32 minutes 19 seconds,0,0,0
28th, 5 hours 5 minutes 44 seconds,1,0,1
29th, 5 hours 39 minutes 6 seconds,0,0,0
30th, 6 hours 12 minutes 30 seconds,0,0,0
31st, 6 hours 12 minutes 54 seconds,0,0,0
32nd, 6 hours 13 minutes 16 seconds,0,0,0
33rd, 6 hours 46 minutes 41 seconds,1,0,1
34th, 7 hours 53 minutes 6 seconds,0,0,0
35th, 7 hours 53 minutes 31 seconds,0,0,0
36th, 7 hours 53 minutes 55 seconds,0,0,0
37th, 7 hours 54 minutes 19 seconds,0,0,0
38th, 7 hours 54 minutes 43 seconds,1,0,1
39th, 7 hours 55 minutes 7 seconds,0,0,0
40th, 7 hours 55 minutes 33 seconds,0,0,0
41st, 8 hours 28 minutes 58 seconds,0,0,0
42nd, 8 hours 29 minutes 24 seconds,0,0,0
43rd, 8 hours 29 minutes 48 seconds,0,0,0
44th, 9 hours 36 minutes 13 seconds,0,0,0
45th, 10 hours 9 minutes 38 seconds,0,0,0
46th, 10 hours 43 minutes 4 seconds,1,0,1
47th, 10 hours 43 minutes 31 seconds,0,0,0
48th, 11 hours 50 minutes 0 seconds,1,0,1
49th, 11 hours 50 minutes 28 seconds,0,0,0
50th, 11 hours 50 minutes 53 seconds,0,0,0
51st, 11 hours 51 minutes 17 seconds,1,0,1
52nd, 12 hours 24 minutes 45 seconds,0,0,0
53rd, 12 hours 25 minutes 10 seconds,0,0,0
54th, 12 hours 25 minutes 36 seconds,2,0,2
55th, 13 hours 32 minutes 0 seconds,0,0,0
56th, 13 hours 32 minutes 25 seconds,0,0,0
57th, 13 hours 32 minutes 48 seconds,0,0,0
58th, 14 hours 6 minutes 10 seconds,0,0,0
59th, 14 hours 6 minutes 33 seconds,0,0,0
60th, 14 hours 7 minutes 0 seconds,0,0,0
61st, 14 hours 7 minutes 23 seconds,0,0,0
62nd, 14 hours 7 minutes 48 seconds,0,0,0
63rd, 14 hours 8 minutes 12 seconds,0,0,0
64th, 14 hours 8 minutes 38 seconds,0,0,0
65th, 15 hours 15 minutes 5 seconds,0,0,0
66th, 15 hours 15 minutes 32 seconds,0,0,0
67th, 15 hours 48 minutes 58 seconds,0,0,0
68th, 15 hours 49 minutes 22 seconds,0,0,0
69th, 16 hours 22 minutes 48 seconds,0,0,0
70th, 16 hours 23 minutes 11 seconds,0,0,0
71st, 16 hours 23 minutes 35 seconds,0,0,0
72nd, 16 hours 23 minutes 58 seconds,1,0,1
73rd, 16 hours 57 minutes 24 seconds,0,0,0
74th, 16 hours 57 minutes 50 seconds,0,0,0
75th, 16 hours 58 minutes 15 seconds,0,0,0
76th, 17 hours 31 minutes 42 seconds,0,0,0
77th, 17 hours 32 minutes 4 seconds,0,0,0
78th, 18 hours 38 minutes 30 seconds,0,0,0
79th, 18 hours 38 minutes 54 seconds,0,0,0
80th, 19 hours 12 minutes 19 seconds,0,0,0
81st, 19 hours 45 minutes 45 seconds,0,0,0
82nd, 20 hours 19 minutes 10 seconds,0,0,0
83rd, 20 hours 19 minutes 35 seconds,0,0,0
84th, 20 hours 53 minutes 1 seconds,0,0,0
85th, 20 hours 53 minutes 28 seconds,0,0,0
86th, 20 hours 53 minutes 55 seconds,0,0,0
87th, 22 hours 21 seconds,0,0,0
88th, 23 hours 6 minutes 48 seconds,0,0,0
89th, 23 hours 40 minutes 13 seconds,1,0,1
90th, 24 hours 46 minutes 39 seconds,0,0,0
