Generation,Time,All,Acceptable,Unacceptable
1st, 5 seconds,0,0,0
2nd, 33 minutes 11 seconds,0,0,0
3rd, 33 minutes 24 seconds,0,0,0
4th, 33 minutes 36 seconds,0,0,0
5th, 33 minutes 52 seconds,0,0,0
6th, 34 minutes 6 seconds,1,0,1
7th, 34 minutes 17 seconds,0,0,0
8th, 1 hours 7 minutes 30 seconds,0,0,0
9th, 1 hours 40 minutes 41 seconds,0,0,0
10th, 2 hours 46 minutes 54 seconds,1,0,1
11th, 2 hours 47 minutes 9 seconds,0,0,0
12th, 2 hours 47 minutes 24 seconds,0,0,0
13th, 2 hours 47 minutes 38 seconds,1,0,1
14th, 3 hours 53 minutes 56 seconds,0,0,0
15th, 3 hours 54 minutes 15 seconds,0,0,0
16th, 3 hours 54 minutes 34 seconds,0,0,0
17th, 3 hours 54 minutes 55 seconds,0,0,0
18th, 3 hours 55 minutes 14 seconds,0,0,0
19th, 4 hours 28 minutes 34 seconds,0,0,0
20th, 5 hours 1 minutes 56 seconds,0,0,0
21st, 5 hours 35 minutes 16 seconds,0,0,0
22nd, 6 hours 11 minutes 36 seconds,0,0,0
23rd, 6 hours 44 minutes 57 seconds,0,0,0
24th, 7 hours 18 minutes 19 seconds,0,0,0
25th, 7 hours 18 minutes 39 seconds,0,0,0
26th, 7 hours 19 minutes 1 seconds,0,0,0
27th, 7 hours 55 minutes 22 seconds,1,0,1
28th, 8 hours 31 minutes 44 seconds,0,0,0
29th, 9 hours 5 minutes 6 seconds,0,0,0
30th, 9 hours 5 minutes 29 seconds,0,0,0
31st, 9 hours 5 minutes 52 seconds,0,0,0
32nd, 9 hours 42 minutes 14 seconds,0,0,0
33rd, 9 hours 42 minutes 37 seconds,0,0,0
34th, 9 hours 43 minutes 0 seconds,0,0,0
35th, 9 hours 46 minutes 25 seconds,0,0,0
36th, 9 hours 46 minutes 50 seconds,0,0,0
37th, 10 hours 20 minutes 15 seconds,0,0,0
38th, 10 hours 20 minutes 38 seconds,0,0,0
39th, 10 hours 54 minutes 3 seconds,0,0,0
40th, 10 hours 54 minutes 27 seconds,0,0,0
41st, 10 hours 54 minutes 50 seconds,0,0,0
42nd, 12 hours 1 minutes 14 seconds,0,0,0
43rd, 12 hours 1 minutes 38 seconds,0,0,0
44th, 12 hours 38 minutes 0 seconds,0,0,0
45th, 13 hours 14 minutes 23 seconds,0,0,0
46th, 13 hours 14 minutes 45 seconds,0,0,0
47th, 13 hours 15 minutes 11 seconds,0,0,0
48th, 14 hours 34 seconds,0,0,0
49th, 15 hours 39 minutes 58 seconds,0,0,0
50th, 15 hours 40 minutes 21 seconds,0,0,0
51st, 15 hours 40 minutes 45 seconds,0,0,0
52nd, 16 hours 14 minutes 9 seconds,0,0,0
53rd, 16 hours 14 minutes 33 seconds,0,0,0
54th, 16 hours 14 minutes 57 seconds,0,0,0
55th, 16 hours 48 minutes 20 seconds,0,0,0
56th, 16 hours 48 minutes 46 seconds,0,0,0
57th, 16 hours 49 minutes 9 seconds,0,0,0
58th, 16 hours 49 minutes 32 seconds,0,0,0
59th, 16 hours 49 minutes 55 seconds,0,0,0
60th, 16 hours 50 minutes 19 seconds,0,0,0
61st, 16 hours 50 minutes 41 seconds,0,0,0
62nd, 16 hours 51 minutes 6 seconds,1,0,1
63rd, 16 hours 51 minutes 28 seconds,0,0,0
64th, 16 hours 51 minutes 52 seconds,0,0,0
65th, 16 hours 52 minutes 13 seconds,0,0,0
66th, 16 hours 52 minutes 36 seconds,0,0,0
67th, 16 hours 52 minutes 57 seconds,0,0,0
68th, 16 hours 53 minutes 19 seconds,0,0,0
69th, 16 hours 53 minutes 43 seconds,0,0,0
70th, 16 hours 54 minutes 5 seconds,0,0,0
71st, 17 hours 27 minutes 32 seconds,0,0,0
72nd, 18 hours 56 seconds,0,0,0
73rd, 18 hours 1 minutes 19 seconds,0,0,0
74th, 18 hours 34 minutes 44 seconds,0,0,0
75th, 18 hours 35 minutes 10 seconds,0,0,0
76th, 18 hours 35 minutes 38 seconds,0,0,0
77th, 19 hours 9 minutes 3 seconds,0,0,0
78th, 19 hours 9 minutes 27 seconds,0,0,0
79th, 19 hours 9 minutes 51 seconds,0,0,0
80th, 19 hours 10 minutes 17 seconds,0,0,0
81st, 19 hours 10 minutes 40 seconds,0,0,0
82nd, 19 hours 11 minutes 6 seconds,0,0,0
83rd, 19 hours 44 minutes 32 seconds,0,0,0
84th, 20 hours 50 minutes 57 seconds,0,0,0
85th, 21 hours 57 minutes 24 seconds,0,0,0
86th, 21 hours 57 minutes 50 seconds,0,0,0
87th, 21 hours 58 minutes 16 seconds,0,0,0
88th, 21 hours 58 minutes 44 seconds,0,0,0
89th, 22 hours 32 minutes 9 seconds,0,0,0
90th, 23 hours 38 minutes 36 seconds,0,0,0
91st, 24 hours 12 minutes 2 seconds,0,0,0
