Generation,Time,All,Acceptable,Unacceptable
1st, 35 seconds,2,2,0
2nd, 1 minutes 18 seconds,2,2,0
3rd, 8 minutes 38 seconds,1,1,0
4th, 37 minutes 1 seconds,3,3,0
5th, 56 minutes 19 seconds,1,0,1
6th, 1 hours 30 minutes 46 seconds,0,0,0
7th, 1 hours 44 minutes 6 seconds,1,0,1
8th, 1 hours 57 minutes 49 seconds,0,0,0
9th, 2 hours 8 minutes 38 seconds,1,0,1
10th, 2 hours 40 minutes 16 seconds,2,2,0
11th, 3 hours 9 minutes 0 seconds,5,1,4
12th, 3 hours 16 minutes 47 seconds,1,0,1
13th, 3 hours 24 minutes 33 seconds,1,1,0
14th, 3 hours 59 minutes 20 seconds,1,1,0
15th, 4 hours 13 minutes 13 seconds,2,0,2
16th, 5 hours 2 minutes 58 seconds,1,0,1
17th, 5 hours 16 minutes 50 seconds,1,0,1
18th, 6 hours 12 minutes 44 seconds,1,0,1
19th, 6 hours 32 minutes 31 seconds,3,2,1
20th, 6 hours 46 minutes 20 seconds,0,0,0
21st, 7 hours 3 minutes 9 seconds,0,0,0
22nd, 7 hours 29 minutes 16 seconds,0,0,0
23rd, 7 hours 58 minutes 8 seconds,0,0,0
24th, 8 hours 26 minutes 57 seconds,0,0,0
25th, 8 hours 52 minutes 48 seconds,1,0,1
26th, 9 hours 55 seconds,1,0,1
27th, 9 hours 8 minutes 54 seconds,2,0,2
28th, 9 hours 14 minutes 15 seconds,1,1,0
29th, 9 hours 46 minutes 14 seconds,2,0,2
30th, 10 hours 8 minutes 59 seconds,2,0,2
31st, 10 hours 31 minutes 53 seconds,1,0,1
32nd, 10 hours 48 minutes 43 seconds,0,0,0
33rd, 11 hours 17 minutes 30 seconds,1,0,1
34th, 11 hours 28 minutes 17 seconds,2,0,2
35th, 11 hours 45 minutes 10 seconds,1,1,0
36th, 12 hours 1 minutes 57 seconds,0,0,0
37th, 12 hours 39 minutes 55 seconds,1,1,0
38th, 13 hours 8 minutes 45 seconds,1,0,1
39th, 13 hours 40 minutes 38 seconds,3,1,2
40th, 14 hours 36 minutes 31 seconds,1,0,1
41st, 15 hours 17 minutes 19 seconds,5,1,4
42nd, 15 hours 40 minutes 11 seconds,2,0,2
43rd, 16 hours 18 minutes 13 seconds,2,1,1
44th, 16 hours 38 minutes 11 seconds,2,1,1
45th, 17 hours 13 minutes 9 seconds,2,1,1
46th, 17 hours 54 minutes 4 seconds,3,0,3
47th, 18 hours 28 minutes 58 seconds,3,0,3
48th, 19 hours 13 minutes 2 seconds,4,1,3
49th, 20 hours 11 minutes 56 seconds,2,1,1
50th, 21 hours 1 minutes 57 seconds,3,0,3
51st, 22 hours 6 minutes 52 seconds,5,1,4
52nd, 22 hours 53 minutes 51 seconds,4,0,4
53rd, 23 hours 43 minutes 48 seconds,0,0,0
54th, 25 hours 9 minutes 37 seconds,1,0,1
