Generation,Time,All,Acceptable,Unacceptable
1st, 29 seconds,1,1,0
2nd, 7 minutes 1 seconds,0,0,0
3rd, 26 minutes 17 seconds,2,1,1
4th, 27 minutes 23 seconds,1,0,1
5th, 31 minutes 42 seconds,2,0,2
6th, 36 minutes 0 seconds,4,4,0
7th, 49 minutes 31 seconds,3,1,2
8th, 53 minutes 59 seconds,2,0,2
9th, 58 minutes 39 seconds,2,2,0
10th, 1 hours 6 minutes 30 seconds,0,0,0
11th, 1 hours 44 minutes 28 seconds,5,0,5
12th, 2 hours 16 minutes 7 seconds,1,0,1
13th, 2 hours 20 minutes 53 seconds,5,2,3
14th, 2 hours 22 minutes 38 seconds,1,0,1
15th, 2 hours 39 minutes 20 seconds,0,0,0
16th, 2 hours 41 minutes 20 seconds,0,0,0
17th, 2 hours 43 minutes 12 seconds,1,1,0
18th, 2 hours 44 minutes 58 seconds,1,0,1
19th, 2 hours 49 minutes 48 seconds,1,0,1
20th, 2 hours 54 minutes 34 seconds,2,1,1
21st, 3 hours 5 minutes 20 seconds,2,0,2
22nd, 3 hours 16 minutes 8 seconds,1,1,0
23rd, 3 hours 32 minutes 54 seconds,0,0,0
24th, 3 hours 46 minutes 50 seconds,1,1,0
25th, 4 hours 27 minutes 41 seconds,6,3,3
26th, 4 hours 38 minutes 48 seconds,5,4,1
27th, 4 hours 46 minutes 51 seconds,1,1,0
28th, 4 hours 52 minutes 17 seconds,4,2,2
29th, 5 hours 18 minutes 10 seconds,0,0,0
30th, 6 hours 20 minutes 3 seconds,2,0,2
31st, 7 hours 6 minutes 48 seconds,0,0,0
32nd, 7 hours 38 minutes 37 seconds,0,0,0
33rd, 8 hours 4 minutes 21 seconds,2,0,2
34th, 8 hours 24 minutes 14 seconds,2,0,2
35th, 8 hours 38 minutes 2 seconds,0,0,0
36th, 9 hours 12 minutes 45 seconds,3,0,3
37th, 9 hours 47 minutes 28 seconds,2,1,1
38th, 10 hours 31 minutes 8 seconds,1,1,0
39th, 11 hours 8 minutes 44 seconds,1,1,0
40th, 11 hours 31 minutes 45 seconds,7,2,5
41st, 11 hours 57 minutes 50 seconds,1,0,1
42nd, 12 hours 29 minutes 38 seconds,1,0,1
43rd, 13 hours 1 minutes 22 seconds,2,1,1
44th, 13 hours 42 minutes 20 seconds,2,0,2
45th, 15 hours 5 minutes 17 seconds,0,0,0
46th, 15 hours 28 minutes 22 seconds,4,1,3
47th, 15 hours 45 minutes 15 seconds,1,1,0
48th, 16 hours 11 minutes 13 seconds,0,0,0
49th, 16 hours 34 minutes 12 seconds,0,0,0
50th, 17 hours 51 minutes 7 seconds,0,0,0
51st, 18 hours 43 minutes 57 seconds,3,1,2
52nd, 19 hours 15 minutes 49 seconds,0,0,0
53rd, 19 hours 59 minutes 36 seconds,3,1,2
54th, 20 hours 49 minutes 22 seconds,3,1,2
55th, 21 hours 33 minutes 17 seconds,3,0,3
56th, 22 hours 8 minutes 4 seconds,2,0,2
57th, 22 hours 8 minutes 8 seconds,1,0,1
