Generation,Time,All,Acceptable,Unacceptable
1st, 29 seconds,1,1,0
2nd, 6 minutes 57 seconds,2,2,0
3rd, 41 minutes 10 seconds,1,1,0
4th, 45 minutes 29 seconds,2,1,1
5th, 1 hours 28 minutes 37 seconds,0,0,0
6th, 1 hours 41 minutes 49 seconds,0,0,0
7th, 1 hours 46 minutes 2 seconds,1,1,0
8th, 1 hours 50 minutes 32 seconds,1,1,0
9th, 1 hours 55 minutes 11 seconds,1,0,1
10th, 2 hours 17 minutes 49 seconds,1,1,0
11th, 2 hours 40 minutes 24 seconds,2,2,0
12th, 3 hours 12 minutes 2 seconds,1,0,1
13th, 3 hours 46 minutes 39 seconds,3,2,1
14th, 4 hours 12 minutes 15 seconds,2,2,0
15th, 5 hours 22 minutes 56 seconds,1,0,1
16th, 5 hours 45 minutes 36 seconds,2,1,1
17th, 6 hours 26 minutes 17 seconds,2,0,2
18th, 6 hours 54 minutes 57 seconds,3,1,2
19th, 7 hours 23 minutes 37 seconds,2,1,1
20th, 8 hours 7 minutes 18 seconds,0,0,0
21st, 8 hours 35 minutes 56 seconds,1,1,0
22nd, 9 hours 49 minutes 37 seconds,0,0,0
23rd, 10 hours 51 minutes 18 seconds,2,2,0
24th, 11 hours 28 minutes 55 seconds,0,0,0
25th, 12 hours 15 minutes 33 seconds,1,1,0
26th, 13 hours 11 minutes 22 seconds,4,1,3
27th, 13 hours 55 minutes 5 seconds,3,0,3
28th, 15 hours 2 minutes 26 seconds,1,0,1
29th, 15 hours 33 minutes 51 seconds,2,0,2
30th, 16 hours 11 minutes 11 seconds,2,0,2
31st, 17 hours 12 minutes 31 seconds,1,0,1
32nd, 17 hours 55 minutes 51 seconds,1,1,0
33rd, 18 hours 15 minutes 11 seconds,2,1,1
34th, 18 hours 49 minutes 31 seconds,0,0,0
35th, 19 hours 29 minutes 49 seconds,1,1,0
36th, 20 hours 7 minutes 9 seconds,0,0,0
37th, 20 hours 56 minutes 30 seconds,1,1,0
38th, 21 hours 15 minutes 50 seconds,1,0,1
39th, 22 hours 8 minutes 9 seconds,2,0,2
40th, 22 hours 24 minutes 34 seconds,0,0,0
41st, 22 hours 49 minutes 58 seconds,2,0,2
42nd, 23 hours 18 minutes 26 seconds,3,0,3
43rd, 23 hours 40 minutes 50 seconds,0,0,0
44th, 23 hours 54 minutes 14 seconds,3,1,2
45th, 24 hours 22 minutes 38 seconds,0,0,0
