Generation,Time,All,Acceptable,Unacceptable
1st, 8 seconds,0,0,0
2nd, 16 seconds,0,0,0
3rd, 28 seconds,0,0,0
4th, 45 seconds,0,0,0
5th, 1 minutes 2 seconds,3,0,3
6th, 1 minutes 20 seconds,0,0,0
7th, 1 minutes 37 seconds,2,1,1
8th, 1 minutes 49 seconds,0,0,0
9th, 2 minutes 5 seconds,0,0,0
10th, 2 minutes 17 seconds,1,0,1
11th, 2 minutes 31 seconds,1,0,1
12th, 2 minutes 48 seconds,1,1,0
13th, 3 minutes 3 seconds,2,1,1
14th, 3 minutes 17 seconds,1,0,1
15th, 3 minutes 32 seconds,0,0,0
16th, 3 minutes 48 seconds,2,0,2
17th, 4 minutes 5 seconds,1,1,0
18th, 4 minutes 26 seconds,1,0,1
19th, 4 minutes 49 seconds,0,0,0
20th, 5 minutes 13 seconds,0,0,0
21st, 5 minutes 34 seconds,3,0,3
22nd, 5 minutes 52 seconds,0,0,0
23rd, 6 minutes 11 seconds,2,1,1
24th, 6 minutes 34 seconds,1,0,1
25th, 7 minutes 5 seconds,1,0,1
26th, 7 minutes 34 seconds,0,0,0
27th, 8 minutes 0 seconds,3,0,3
28th, 8 minutes 28 seconds,0,0,0
29th, 8 minutes 46 seconds,2,0,2
30th, 9 minutes 9 seconds,0,0,0
31st, 9 minutes 33 seconds,1,0,1
32nd, 9 minutes 50 seconds,0,0,0
33rd, 10 minutes 12 seconds,0,0,0
34th, 10 minutes 36 seconds,1,0,1
35th, 10 minutes 53 seconds,1,0,1
36th, 11 minutes 24 seconds,3,0,3
37th, 11 minutes 48 seconds,2,1,1
38th, 12 minutes 7 seconds,0,0,0
39th, 12 minutes 24 seconds,0,0,0
40th, 12 minutes 41 seconds,2,0,2
41st, 12 minutes 55 seconds,0,0,0
42nd, 13 minutes 19 seconds,1,0,1
43rd, 13 minutes 39 seconds,0,0,0
44th, 14 minutes 1 seconds,0,0,0
45th, 14 minutes 21 seconds,0,0,0
46th, 14 minutes 42 seconds,1,0,1
47th, 15 minutes 3 seconds,0,0,0
48th, 15 minutes 22 seconds,0,0,0
49th, 15 minutes 37 seconds,0,0,0
50th, 16 minutes 2 seconds,3,0,3
51st, 16 minutes 24 seconds,1,0,1
52nd, 16 minutes 39 seconds,1,0,1
53rd, 16 minutes 58 seconds,0,0,0
54th, 17 minutes 18 seconds,1,0,1
55th, 17 minutes 40 seconds,1,0,1
56th, 18 minutes 1 seconds,2,0,2
57th, 18 minutes 20 seconds,1,0,1
58th, 18 minutes 38 seconds,0,0,0
59th, 18 minutes 55 seconds,1,0,1
60th, 19 minutes 12 seconds,1,0,1
61st, 19 minutes 29 seconds,1,0,1
62nd, 19 minutes 42 seconds,0,0,0
63rd, 20 minutes 1 seconds,0,0,0
64th, 20 minutes 22 seconds,0,0,0
65th, 20 minutes 41 seconds,0,0,0
66th, 21 minutes 1 seconds,1,0,1
67th, 21 minutes 21 seconds,0,0,0
68th, 21 minutes 38 seconds,1,0,1
69th, 21 minutes 54 seconds,0,0,0
70th, 22 minutes 10 seconds,1,0,1
71st, 22 minutes 21 seconds,1,0,1
72nd, 22 minutes 37 seconds,0,0,0
73rd, 22 minutes 54 seconds,0,0,0
74th, 23 minutes 13 seconds,1,0,1
75th, 23 minutes 32 seconds,2,0,2
