Generation,Time,All,Acceptable,Unacceptable
1st, 17 minutes 25 seconds,1,0,1
2nd, 41 minutes 30 seconds,4,0,4
3rd, 2 hours 50 minutes 39 seconds,0,0,0
4th, 4 hours 32 minutes 17 seconds,2,0,2
5th, 4 hours 44 minutes 26 seconds,1,0,1
6th, 4 hours 50 minutes 34 seconds,3,0,3
7th, 4 hours 56 minutes 42 seconds,1,0,1
8th, 5 hours 8 minutes 52 seconds,2,0,2
9th, 5 hours 24 minutes 3 seconds,5,0,5
10th, 5 hours 36 minutes 14 seconds,2,0,2
11th, 5 hours 42 minutes 25 seconds,4,0,4
12th, 5 hours 48 minutes 36 seconds,0,0,0
13th, 5 hours 51 minutes 48 seconds,2,0,2
14th, 6 hours 7 minutes 0 seconds,2,0,2
15th, 6 hours 16 minutes 12 seconds,2,0,2
16th, 6 hours 22 minutes 26 seconds,5,0,5
17th, 6 hours 25 minutes 39 seconds,3,0,3
18th, 6 hours 37 minutes 52 seconds,2,0,2
19th, 6 hours 41 minutes 5 seconds,4,0,4
20th, 6 hours 41 minutes 18 seconds,2,0,2
21st, 6 hours 41 minutes 31 seconds,2,1,1
22nd, 6 hours 50 minutes 44 seconds,4,0,4
23rd, 7 hours 1 minutes 15 seconds,1,0,1
24th, 7 hours 25 minutes 29 seconds,1,0,1
25th, 7 hours 27 minutes 17 seconds,4,0,4
26th, 7 hours 33 minutes 31 seconds,4,0,4
27th, 7 hours 36 minutes 44 seconds,1,0,1
28th, 7 hours 42 minutes 58 seconds,1,0,1
29th, 8 hours 13 minutes 13 seconds,4,0,4
30th, 8 hours 21 minutes 2 seconds,5,0,5
31st, 8 hours 30 minutes 17 seconds,6,0,6
32nd, 8 hours 30 minutes 31 seconds,2,0,2
33rd, 8 hours 30 minutes 45 seconds,4,0,4
34th, 8 hours 55 minutes 0 seconds,4,0,4
35th, 9 hours 1 minutes 14 seconds,4,0,4
36th, 9 hours 4 minutes 30 seconds,4,0,4
37th, 9 hours 4 minutes 31 seconds,2,0,2
