Generation,Time,All,Acceptable,Unacceptable
1st, 12 minutes 4 seconds,1,0,1
2nd, 1 hours 3 minutes 9 seconds,0,0,0
3rd, 5 hours 39 minutes 44 seconds,1,0,1
4th, 7 hours 13 minutes 42 seconds,3,0,3
5th, 7 hours 24 minutes 7 seconds,1,0,1
6th, 7 hours 33 minutes 16 seconds,2,0,2
7th, 7 hours 57 minutes 26 seconds,5,0,5
8th, 7 hours 57 minutes 37 seconds,5,1,4
9th, 8 hours 6 minutes 47 seconds,4,0,4
10th, 8 hours 6 minutes 59 seconds,3,0,3
11th, 8 hours 22 minutes 11 seconds,5,0,5
12th, 8 hours 31 minutes 24 seconds,3,0,3
13th, 8 hours 49 minutes 37 seconds,5,0,5
14th, 9 hours 19 minutes 49 seconds,3,1,2
15th, 9 hours 29 minutes 2 seconds,3,0,3
16th, 9 hours 38 minutes 14 seconds,3,0,3
17th, 10 hours 32 minutes 27 seconds,1,0,1
18th, 10 hours 47 minutes 41 seconds,7,0,7
19th, 10 hours 50 minutes 54 seconds,2,0,2
20th, 11 hours 3 minutes 9 seconds,2,0,2
21st, 11 hours 21 minutes 24 seconds,8,0,8
22nd, 12 hours 9 minutes 39 seconds,1,0,1
23rd, 12 hours 12 minutes 55 seconds,4,0,4
24th, 12 hours 16 minutes 11 seconds,6,0,6
25th, 12 hours 37 minutes 27 seconds,2,0,2
26th, 12 hours 47 minutes 6 seconds,1,0,1
27th, 12 hours 50 minutes 21 seconds,5,0,5
28th, 13 hours 5 minutes 37 seconds,3,0,3
29th, 13 hours 8 minutes 53 seconds,7,0,7
30th, 13 hours 45 minutes 9 seconds,3,0,3
31st, 13 hours 45 minutes 9 seconds,1,0,1
