Generation,Time,All,Acceptable,Unacceptable
1st, 15 minutes 3 seconds,1,1,0
2nd, 39 minutes 6 seconds,0,0,0
3rd, 1 hours 48 minutes 12 seconds,1,1,0
4th, 2 hours 3 minutes 18 seconds,0,0,0
5th, 2 hours 3 minutes 26 seconds,0,0,0
6th, 2 hours 3 minutes 34 seconds,0,0,0
7th, 2 hours 3 minutes 41 seconds,0,0,0
8th, 2 hours 3 minutes 48 seconds,0,0,0
9th, 2 hours 3 minutes 56 seconds,0,0,0
10th, 2 hours 4 minutes 3 seconds,0,0,0
11th, 2 hours 4 minutes 13 seconds,0,0,0
12th, 2 hours 19 minutes 24 seconds,0,0,0
13th, 2 hours 19 minutes 34 seconds,1,0,1
14th, 2 hours 19 minutes 44 seconds,0,0,0
15th, 2 hours 19 minutes 55 seconds,0,0,0
16th, 2 hours 44 minutes 5 seconds,0,0,0
17th, 2 hours 44 minutes 16 seconds,0,0,0
18th, 3 hours 2 minutes 27 seconds,0,0,0
19th, 3 hours 2 minutes 38 seconds,0,0,0
20th, 3 hours 2 minutes 48 seconds,0,0,0
21st, 3 hours 27 minutes 1 seconds,0,0,0
22nd, 4 hours 7 minutes 56 seconds,0,0,0
23rd, 4 hours 8 minutes 8 seconds,1,1,0
24th, 4 hours 8 minutes 21 seconds,0,0,0
25th, 4 hours 23 minutes 33 seconds,0,0,0
26th, 4 hours 23 minutes 47 seconds,0,0,0
27th, 4 hours 48 minutes 2 seconds,0,0,0
28th, 4 hours 48 minutes 17 seconds,1,0,1
29th, 4 hours 48 minutes 32 seconds,0,0,0
30th, 4 hours 48 minutes 46 seconds,0,0,0
31st, 4 hours 49 minutes 1 seconds,0,0,0
32nd, 4 hours 49 minutes 17 seconds,0,0,0
33rd, 4 hours 49 minutes 32 seconds,0,0,0
34th, 4 hours 49 minutes 48 seconds,0,0,0
35th, 4 hours 50 minutes 2 seconds,0,0,0
36th, 4 hours 50 minutes 17 seconds,1,0,1
37th, 4 hours 50 minutes 32 seconds,0,0,0
38th, 4 hours 50 minutes 47 seconds,0,0,0
39th, 4 hours 51 minutes 3 seconds,0,0,0
40th, 4 hours 51 minutes 19 seconds,0,0,0
41st, 4 hours 51 minutes 34 seconds,1,0,1
42nd, 4 hours 51 minutes 50 seconds,1,0,1
43rd, 5 hours 16 minutes 5 seconds,2,2,0
44th, 5 hours 16 minutes 23 seconds,1,1,0
45th, 5 hours 16 minutes 39 seconds,0,0,0
46th, 5 hours 16 minutes 56 seconds,0,0,0
47th, 5 hours 17 minutes 14 seconds,3,0,3
48th, 5 hours 17 minutes 30 seconds,0,0,0
49th, 5 hours 17 minutes 46 seconds,2,0,2
