Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 3 seconds,1,1,0
2nd, 48 minutes 5 seconds,1,1,0
3rd, 2 hours 36 minutes 11 seconds,1,1,0
4th, 3 hours 6 minutes 18 seconds,1,1,0
5th, 3 hours 39 minutes 25 seconds,0,0,0
6th, 3 hours 51 minutes 32 seconds,0,0,0
7th, 3 hours 51 minutes 40 seconds,0,0,0
8th, 3 hours 51 minutes 47 seconds,0,0,0
9th, 4 hours 6 minutes 53 seconds,0,0,0
10th, 4 hours 7 minutes 1 seconds,0,0,0
11th, 4 hours 34 minutes 10 seconds,0,0,0
12th, 4 hours 49 minutes 18 seconds,0,0,0
13th, 4 hours 49 minutes 27 seconds,1,0,1
14th, 4 hours 58 minutes 38 seconds,0,0,0
15th, 4 hours 58 minutes 49 seconds,0,0,0
16th, 5 hours 15 minutes 20 seconds,1,0,1
17th, 5 hours 25 minutes 49 seconds,0,0,0
18th, 5 hours 31 minutes 59 seconds,0,0,0
19th, 5 hours 32 minutes 8 seconds,2,1,1
20th, 5 hours 32 minutes 18 seconds,0,0,0
21st, 5 hours 32 minutes 28 seconds,0,0,0
22nd, 5 hours 32 minutes 39 seconds,2,1,1
23rd, 5 hours 41 minutes 50 seconds,1,1,0
24th, 5 hours 42 minutes 1 seconds,0,0,0
25th, 5 hours 51 minutes 14 seconds,0,0,0
26th, 6 hours 15 minutes 26 seconds,1,0,1
27th, 6 hours 15 minutes 38 seconds,0,0,0
28th, 6 hours 15 minutes 51 seconds,1,0,1
29th, 6 hours 16 minutes 4 seconds,0,0,0
30th, 6 hours 16 minutes 16 seconds,1,0,1
31st, 6 hours 16 minutes 29 seconds,0,0,0
32nd, 6 hours 16 minutes 43 seconds,0,0,0
33rd, 6 hours 16 minutes 57 seconds,1,0,1
34th, 6 hours 17 minutes 10 seconds,0,0,0
35th, 6 hours 17 minutes 23 seconds,0,0,0
36th, 6 hours 17 minutes 38 seconds,1,0,1
37th, 6 hours 17 minutes 52 seconds,0,0,0
38th, 6 hours 18 minutes 7 seconds,0,0,0
39th, 6 hours 18 minutes 23 seconds,1,0,1
40th, 6 hours 18 minutes 38 seconds,0,0,0
41st, 6 hours 18 minutes 54 seconds,0,0,0
42nd, 6 hours 19 minutes 10 seconds,0,0,0
43rd, 6 hours 19 minutes 26 seconds,0,0,0
44th, 6 hours 19 minutes 40 seconds,1,0,1
45th, 6 hours 19 minutes 55 seconds,1,0,1
46th, 6 hours 35 minutes 10 seconds,0,0,0
47th, 6 hours 35 minutes 25 seconds,0,0,0
48th, 6 hours 35 minutes 39 seconds,1,1,0
49th, 6 hours 35 minutes 54 seconds,1,1,0
50th, 6 hours 36 minutes 9 seconds,1,0,1
51st, 6 hours 36 minutes 24 seconds,1,0,1
52nd, 7 hours 1 minutes 58 seconds,0,0,0
53rd, 7 hours 2 minutes 13 seconds,0,0,0
54th, 7 hours 2 minutes 30 seconds,1,0,1
55th, 7 hours 2 minutes 44 seconds,0,0,0
56th, 7 hours 2 minutes 59 seconds,0,0,0
57th, 7 hours 3 minutes 15 seconds,0,0,0
58th, 7 hours 3 minutes 31 seconds,1,0,1
59th, 7 hours 3 minutes 49 seconds,1,0,1
60th, 7 hours 4 minutes 6 seconds,1,0,1
61st, 7 hours 28 minutes 24 seconds,0,0,0
62nd, 7 hours 52 minutes 41 seconds,0,0,0
63rd, 8 hours 16 minutes 58 seconds,0,0,0
64th, 8 hours 20 minutes 20 seconds,0,0,0
65th, 8 hours 20 minutes 40 seconds,1,0,1
66th, 8 hours 20 minutes 59 seconds,0,0,0
67th, 8 hours 21 minutes 18 seconds,0,0,0
68th, 8 hours 21 minutes 38 seconds,0,0,0
69th, 8 hours 21 minutes 58 seconds,1,0,1
70th, 8 hours 22 minutes 19 seconds,0,0,0
71st, 8 hours 22 minutes 40 seconds,1,0,1
72nd, 8 hours 23 minutes 1 seconds,1,1,0
73rd, 8 hours 23 minutes 22 seconds,0,0,0
74th, 8 hours 23 minutes 41 seconds,0,0,0
75th, 8 hours 24 minutes 1 seconds,0,0,0
76th, 8 hours 24 minutes 23 seconds,0,0,0
77th, 8 hours 24 minutes 44 seconds,1,0,1
78th, 8 hours 25 minutes 6 seconds,0,0,0
79th, 8 hours 25 minutes 26 seconds,0,0,0
80th, 8 hours 25 minutes 49 seconds,1,0,1
81st, 8 hours 26 minutes 12 seconds,0,0,0
82nd, 8 hours 26 minutes 35 seconds,0,0,0
83rd, 8 hours 26 minutes 58 seconds,1,0,1
84th, 8 hours 27 minutes 21 seconds,1,0,1
85th, 8 hours 27 minutes 45 seconds,0,0,0
86th, 8 hours 28 minutes 9 seconds,1,0,1
87th, 8 hours 28 minutes 34 seconds,1,0,1
88th, 8 hours 28 minutes 57 seconds,0,0,0
89th, 8 hours 29 minutes 23 seconds,0,0,0
90th, 8 hours 29 minutes 49 seconds,1,1,0
91st, 8 hours 30 minutes 12 seconds,0,0,0
92nd, 8 hours 30 minutes 35 seconds,1,1,0
93rd, 8 hours 30 minutes 59 seconds,1,0,1
94th, 8 hours 31 minutes 24 seconds,1,0,1
95th, 8 hours 46 minutes 48 seconds,2,0,2
96th, 8 hours 47 minutes 12 seconds,1,0,1
97th, 8 hours 47 minutes 39 seconds,1,0,1
98th, 8 hours 48 minutes 4 seconds,1,0,1
99th, 8 hours 48 minutes 29 seconds,0,0,0
100th, 8 hours 48 minutes 53 seconds,0,0,0
101st, 8 hours 49 minutes 16 seconds,1,1,0
102nd, 8 hours 49 minutes 39 seconds,1,0,1
103rd, 8 hours 50 minutes 4 seconds,0,0,0
104th, 9 hours 14 minutes 29 seconds,0,0,0
105th, 9 hours 14 minutes 55 seconds,0,0,0
106th, 9 hours 15 minutes 20 seconds,0,0,0
107th, 9 hours 15 minutes 47 seconds,1,0,1
108th, 9 hours 16 minutes 15 seconds,0,0,0
109th, 9 hours 16 minutes 44 seconds,0,0,0
110th, 9 hours 17 minutes 11 seconds,1,1,0
111th, 9 hours 17 minutes 40 seconds,0,0,0
112th, 9 hours 18 minutes 8 seconds,1,1,0
113th, 9 hours 18 minutes 36 seconds,1,0,1
114th, 9 hours 19 minutes 5 seconds,0,0,0
115th, 9 hours 19 minutes 34 seconds,0,0,0
116th, 9 hours 20 minutes 2 seconds,0,0,0
117th, 9 hours 20 minutes 31 seconds,0,0,0
118th, 9 hours 21 minutes 1 seconds,1,0,1
119th, 9 hours 21 minutes 31 seconds,0,0,0
120th, 9 hours 22 minutes 1 seconds,0,0,0
121st, 9 hours 22 minutes 30 seconds,0,0,0
122nd, 9 hours 22 minutes 59 seconds,1,0,1
123rd, 9 hours 23 minutes 28 seconds,1,1,0
124th, 9 hours 23 minutes 59 seconds,0,0,0
125th, 9 hours 24 minutes 31 seconds,1,0,1
126th, 9 hours 25 minutes 1 seconds,0,0,0
127th, 9 hours 25 minutes 32 seconds,1,0,1
128th, 9 hours 26 minutes 2 seconds,2,0,2
129th, 9 hours 26 minutes 31 seconds,3,0,3
130th, 9 hours 28 minutes 21 seconds,0,0,0
131st, 9 hours 28 minutes 53 seconds,2,0,2
132nd, 9 hours 29 minutes 25 seconds,0,0,0
133rd, 9 hours 29 minutes 57 seconds,0,0,0
134th, 9 hours 45 minutes 29 seconds,0,0,0
135th, 9 hours 46 minutes 1 seconds,0,0,0
136th, 9 hours 46 minutes 34 seconds,1,0,1
137th, 9 hours 47 minutes 8 seconds,0,0,0
138th, 9 hours 47 minutes 41 seconds,0,0,0
139th, 9 hours 48 minutes 14 seconds,0,0,0
140th, 9 hours 48 minutes 47 seconds,0,0,0
141st, 9 hours 49 minutes 21 seconds,0,0,0
142nd, 9 hours 49 minutes 51 seconds,1,0,1
143rd, 9 hours 50 minutes 24 seconds,0,0,0
144th, 9 hours 50 minutes 57 seconds,2,2,0
145th, 9 hours 51 minutes 31 seconds,0,0,0
146th, 9 hours 52 minutes 2 seconds,0,0,0
147th, 9 hours 52 minutes 37 seconds,1,0,1
148th, 10 hours 17 minutes 11 seconds,1,0,1
149th, 10 hours 17 minutes 44 seconds,1,0,1
150th, 10 hours 42 minutes 16 seconds,0,0,0
151st, 10 hours 42 minutes 49 seconds,0,0,0
152nd, 10 hours 43 minutes 21 seconds,0,0,0
153rd, 10 hours 43 minutes 55 seconds,0,0,0
154th, 10 hours 56 minutes 29 seconds,0,0,0
155th, 11 hours 9 minutes 4 seconds,0,0,0
156th, 11 hours 9 minutes 38 seconds,1,1,0
157th, 11 hours 10 minutes 13 seconds,0,0,0
158th, 11 hours 10 minutes 48 seconds,2,0,2
159th, 11 hours 11 minutes 22 seconds,2,0,2
160th, 11 hours 11 minutes 56 seconds,0,0,0
161st, 11 hours 12 minutes 30 seconds,0,0,0
162nd, 11 hours 13 minutes 5 seconds,0,0,0
163rd, 11 hours 13 minutes 41 seconds,1,0,1
164th, 11 hours 14 minutes 16 seconds,0,0,0
165th, 11 hours 14 minutes 52 seconds,0,0,0
166th, 11 hours 15 minutes 28 seconds,0,0,0
167th, 11 hours 16 minutes 4 seconds,3,0,3
168th, 11 hours 16 minutes 38 seconds,3,2,1
169th, 11 hours 17 minutes 14 seconds,1,1,0
170th, 11 hours 17 minutes 49 seconds,4,0,4
171st, 11 hours 18 minutes 24 seconds,1,0,1
172nd, 11 hours 19 minutes 0 seconds,0,0,0
173rd, 11 hours 19 minutes 36 seconds,0,0,0
174th, 11 hours 20 minutes 13 seconds,0,0,0
175th, 11 hours 20 minutes 48 seconds,0,0,0
176th, 11 hours 21 minutes 24 seconds,0,0,0
177th, 11 hours 22 minutes 0 seconds,3,1,2
178th, 11 hours 22 minutes 37 seconds,0,0,0
179th, 11 hours 23 minutes 14 seconds,1,0,1
180th, 11 hours 23 minutes 51 seconds,0,0,0
181st, 11 hours 24 minutes 29 seconds,2,1,1
182nd, 11 hours 25 minutes 5 seconds,1,0,1
183rd, 11 hours 25 minutes 41 seconds,0,0,0
184th, 11 hours 26 minutes 20 seconds,0,0,0
185th, 11 hours 26 minutes 57 seconds,1,0,1
