Generation,Time,All,Acceptable,Unacceptable
1st, 2 seconds,1,1,0
2nd, 39 minutes 6 seconds,1,0,1
3rd, 2 hours 9 minutes 11 seconds,3,3,0
4th, 2 hours 9 minutes 15 seconds,0,0,0
5th, 2 hours 9 minutes 21 seconds,1,0,1
6th, 2 hours 9 minutes 29 seconds,1,1,0
7th, 2 hours 33 minutes 36 seconds,0,0,0
8th, 3 hours 3 minutes 42 seconds,3,0,3
9th, 3 hours 3 minutes 51 seconds,0,0,0
10th, 3 hours 4 minutes 0 seconds,1,0,1
11th, 3 hours 25 minutes 10 seconds,1,0,1
12th, 3 hours 40 minutes 19 seconds,1,0,1
13th, 4 hours 4 minutes 29 seconds,0,0,0
14th, 4 hours 4 minutes 39 seconds,2,1,1
15th, 4 hours 4 minutes 50 seconds,0,0,0
16th, 4 hours 29 minutes 5 seconds,0,0,0
17th, 4 hours 53 minutes 17 seconds,0,0,0
18th, 5 hours 9 minutes 43 seconds,0,0,0
19th, 5 hours 33 minutes 55 seconds,0,0,0
20th, 5 hours 58 minutes 6 seconds,0,0,0
21st, 5 hours 58 minutes 18 seconds,0,0,0
22nd, 5 hours 58 minutes 30 seconds,0,0,0
23rd, 5 hours 59 minutes 55 seconds,0,0,0
24th, 6 hours 21 minutes 6 seconds,0,0,0
25th, 6 hours 22 minutes 34 seconds,1,0,1
26th, 6 hours 22 minutes 45 seconds,0,0,0
27th, 6 hours 22 minutes 58 seconds,0,0,0
28th, 6 hours 38 minutes 11 seconds,1,0,1
29th, 6 hours 38 minutes 25 seconds,0,0,0
30th, 7 hours 17 minutes 40 seconds,0,0,0
31st, 7 hours 17 minutes 54 seconds,1,0,1
32nd, 7 hours 18 minutes 9 seconds,1,1,0
33rd, 7 hours 18 minutes 24 seconds,1,0,1
34th, 7 hours 18 minutes 39 seconds,0,0,0
35th, 7 hours 18 minutes 55 seconds,0,0,0
36th, 7 hours 19 minutes 9 seconds,0,0,0
37th, 7 hours 19 minutes 25 seconds,2,0,2
38th, 7 hours 19 minutes 42 seconds,0,0,0
39th, 7 hours 19 minutes 57 seconds,0,0,0
40th, 7 hours 20 minutes 13 seconds,0,0,0
41st, 7 hours 44 minutes 31 seconds,0,0,0
42nd, 7 hours 44 minutes 49 seconds,0,0,0
43rd, 7 hours 45 minutes 6 seconds,1,0,1
44th, 8 hours 33 minutes 23 seconds,0,0,0
45th, 8 hours 33 minutes 41 seconds,1,0,1
46th, 8 hours 34 minutes 0 seconds,0,0,0
47th, 8 hours 34 minutes 18 seconds,1,1,0
48th, 8 hours 34 minutes 38 seconds,1,0,1
49th, 8 hours 49 minutes 56 seconds,0,0,0
50th, 8 hours 50 minutes 15 seconds,0,0,0
51st, 8 hours 50 minutes 33 seconds,0,0,0
52nd, 8 hours 50 minutes 52 seconds,0,0,0
53rd, 9 hours 6 minutes 11 seconds,0,0,0
54th, 9 hours 6 minutes 32 seconds,0,0,0
55th, 9 hours 6 minutes 52 seconds,0,0,0
56th, 9 hours 7 minutes 12 seconds,0,0,0
57th, 9 hours 7 minutes 32 seconds,1,0,1
58th, 9 hours 7 minutes 53 seconds,2,1,1
59th, 9 hours 8 minutes 14 seconds,0,0,0
60th, 9 hours 8 minutes 35 seconds,0,0,0
61st, 9 hours 23 minutes 56 seconds,0,0,0
62nd, 9 hours 24 minutes 16 seconds,0,0,0
63rd, 9 hours 24 minutes 36 seconds,0,0,0
64th, 9 hours 24 minutes 57 seconds,0,0,0
65th, 9 hours 25 minutes 19 seconds,0,0,0
66th, 9 hours 25 minutes 41 seconds,0,0,0
67th, 9 hours 26 minutes 3 seconds,2,1,1
68th, 9 hours 26 minutes 24 seconds,0,0,0
69th, 9 hours 26 minutes 46 seconds,0,0,0
70th, 9 hours 27 minutes 9 seconds,0,0,0
71st, 9 hours 27 minutes 28 seconds,0,0,0
72nd, 9 hours 27 minutes 49 seconds,0,0,0
73rd, 9 hours 28 minutes 10 seconds,0,0,0
74th, 9 hours 28 minutes 31 seconds,0,0,0
75th, 9 hours 28 minutes 51 seconds,0,0,0
76th, 9 hours 29 minutes 13 seconds,0,0,0
77th, 9 hours 29 minutes 35 seconds,0,0,0
78th, 9 hours 29 minutes 58 seconds,3,0,3
79th, 9 hours 30 minutes 21 seconds,1,0,1
80th, 9 hours 45 minutes 44 seconds,0,0,0
81st, 9 hours 46 minutes 7 seconds,2,1,1
82nd, 9 hours 46 minutes 27 seconds,0,0,0
83rd, 9 hours 46 minutes 49 seconds,0,0,0
84th, 9 hours 47 minutes 12 seconds,1,0,1
85th, 9 hours 47 minutes 35 seconds,0,0,0
86th, 9 hours 47 minutes 56 seconds,0,0,0
87th, 9 hours 48 minutes 17 seconds,1,0,1
88th, 9 hours 48 minutes 40 seconds,1,0,1
89th, 9 hours 49 minutes 1 seconds,0,0,0
90th, 9 hours 49 minutes 23 seconds,0,0,0
91st, 9 hours 51 minutes 56 seconds,0,0,0
92nd, 9 hours 52 minutes 17 seconds,0,0,0
93rd, 9 hours 52 minutes 40 seconds,0,0,0
94th, 9 hours 53 minutes 2 seconds,1,1,0
95th, 9 hours 53 minutes 24 seconds,1,0,1
96th, 9 hours 53 minutes 46 seconds,0,0,0
97th, 9 hours 54 minutes 10 seconds,0,0,0
98th, 9 hours 54 minutes 36 seconds,1,0,1
99th, 9 hours 54 minutes 59 seconds,1,0,1
100th, 9 hours 55 minutes 23 seconds,0,0,0
101st, 9 hours 55 minutes 47 seconds,1,0,1
102nd, 9 hours 56 minutes 11 seconds,0,0,0
103rd, 9 hours 56 minutes 35 seconds,3,2,1
104th, 9 hours 56 minutes 56 seconds,0,0,0
105th, 9 hours 57 minutes 22 seconds,2,0,2
106th, 9 hours 57 minutes 46 seconds,0,0,0
107th, 9 hours 58 minutes 9 seconds,0,0,0
108th, 9 hours 58 minutes 35 seconds,1,0,1
109th, 9 hours 58 minutes 58 seconds,0,0,0
110th, 9 hours 59 minutes 23 seconds,1,0,1
111th, 9 hours 59 minutes 50 seconds,1,0,1
112th, 10 hours 14 seconds,0,0,0
113th, 10 hours 15 minutes 39 seconds,0,0,0
114th, 10 hours 16 minutes 5 seconds,2,1,1
115th, 10 hours 16 minutes 30 seconds,0,0,0
116th, 10 hours 16 minutes 56 seconds,2,0,2
117th, 10 hours 17 minutes 22 seconds,0,0,0
118th, 10 hours 17 minutes 47 seconds,0,0,0
119th, 10 hours 18 minutes 13 seconds,1,0,1
120th, 10 hours 18 minutes 41 seconds,1,0,1
121st, 10 hours 19 minutes 8 seconds,1,0,1
122nd, 10 hours 19 minutes 35 seconds,1,0,1
123rd, 10 hours 20 minutes 1 seconds,0,0,0
124th, 10 hours 20 minutes 28 seconds,1,0,1
125th, 10 hours 20 minutes 55 seconds,0,0,0
126th, 10 hours 21 minutes 21 seconds,0,0,0
127th, 10 hours 21 minutes 49 seconds,1,1,0
128th, 10 hours 22 minutes 16 seconds,0,0,0
129th, 10 hours 22 minutes 43 seconds,0,0,0
130th, 10 hours 41 minutes 13 seconds,3,0,3
131st, 10 hours 41 minutes 43 seconds,0,0,0
132nd, 10 hours 42 minutes 11 seconds,0,0,0
133rd, 10 hours 42 minutes 41 seconds,0,0,0
134th, 10 hours 43 minutes 9 seconds,1,0,1
135th, 10 hours 43 minutes 39 seconds,0,0,0
136th, 11 hours 8 minutes 10 seconds,0,0,0
137th, 11 hours 8 minutes 41 seconds,1,1,0
138th, 11 hours 9 minutes 9 seconds,1,0,1
139th, 11 hours 9 minutes 36 seconds,0,0,0
140th, 11 hours 10 minutes 7 seconds,0,0,0
141st, 11 hours 25 minutes 34 seconds,3,0,3
142nd, 11 hours 26 minutes 4 seconds,1,0,1
143rd, 11 hours 28 minutes 15 seconds,0,0,0
144th, 11 hours 28 minutes 46 seconds,0,0,0
145th, 11 hours 29 minutes 18 seconds,1,0,1
146th, 11 hours 29 minutes 47 seconds,2,1,1
147th, 11 hours 30 minutes 17 seconds,1,0,1
148th, 11 hours 30 minutes 50 seconds,1,0,1
149th, 11 hours 58 minutes 23 seconds,1,0,1
150th, 11 hours 58 minutes 56 seconds,2,0,2
151st, 11 hours 59 minutes 29 seconds,0,0,0
152nd, 12 hours 2 seconds,0,0,0
153rd, 12 hours 35 seconds,1,0,1
154th, 12 hours 1 minutes 9 seconds,0,0,0
155th, 12 hours 1 minutes 42 seconds,0,0,0
156th, 12 hours 2 minutes 17 seconds,0,0,0
157th, 12 hours 2 minutes 50 seconds,1,0,1
158th, 12 hours 3 minutes 25 seconds,0,0,0
159th, 12 hours 3 minutes 58 seconds,1,0,1
160th, 12 hours 4 minutes 29 seconds,1,0,1
161st, 12 hours 5 minutes 3 seconds,0,0,0
162nd, 12 hours 5 minutes 39 seconds,1,0,1
163rd, 12 hours 6 minutes 12 seconds,2,1,1
164th, 12 hours 6 minutes 46 seconds,0,0,0
165th, 12 hours 7 minutes 20 seconds,0,0,0
166th, 12 hours 7 minutes 54 seconds,2,0,2
167th, 12 hours 8 minutes 27 seconds,0,0,0
168th, 12 hours 9 minutes 2 seconds,0,0,0
169th, 12 hours 9 minutes 36 seconds,0,0,0
170th, 12 hours 10 minutes 12 seconds,0,0,0
171st, 12 hours 10 minutes 47 seconds,1,0,1
172nd, 12 hours 11 minutes 21 seconds,1,0,1
173rd, 12 hours 11 minutes 56 seconds,0,0,0
174th, 12 hours 12 minutes 33 seconds,1,0,1
175th, 12 hours 13 minutes 11 seconds,2,0,2
176th, 12 hours 13 minutes 46 seconds,0,0,0
