Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 3 seconds,0,0,0
2nd, 1 hours 7 seconds,0,0,0
3rd, 3 hours 27 minutes 6 seconds,0,0,0
4th, 3 hours 43 minutes 57 seconds,0,0,0
5th, 3 hours 44 minutes 3 seconds,0,0,0
6th, 3 hours 44 minutes 9 seconds,0,0,0
7th, 3 hours 44 minutes 15 seconds,0,0,0
8th, 4 hours 8 minutes 21 seconds,0,0,0
9th, 4 hours 23 minutes 30 seconds,1,0,1
10th, 4 hours 47 minutes 37 seconds,0,0,0
11th, 4 hours 47 minutes 46 seconds,1,0,1
12th, 5 hours 11 minutes 54 seconds,0,0,0
13th, 5 hours 12 minutes 3 seconds,0,0,0
14th, 6 hours 24 minutes 11 seconds,0,0,0
15th, 6 hours 36 minutes 21 seconds,0,0,0
16th, 6 hours 36 minutes 30 seconds,0,0,0
17th, 6 hours 36 minutes 38 seconds,0,0,0
18th, 6 hours 36 minutes 48 seconds,1,0,1
19th, 6 hours 36 minutes 57 seconds,1,0,1
20th, 6 hours 37 minutes 7 seconds,0,0,0
21st, 6 hours 37 minutes 16 seconds,0,0,0
22nd, 6 hours 37 minutes 26 seconds,0,0,0
23rd, 6 hours 37 minutes 37 seconds,0,0,0
24th, 7 hours 2 minutes 58 seconds,0,0,0
25th, 7 hours 15 minutes 9 seconds,0,0,0
26th, 7 hours 39 minutes 20 seconds,0,0,0
27th, 7 hours 39 minutes 31 seconds,0,0,0
28th, 8 hours 3 minutes 44 seconds,1,0,1
29th, 8 hours 3 minutes 56 seconds,0,0,0
30th, 8 hours 4 minutes 9 seconds,0,0,0
31st, 8 hours 4 minutes 22 seconds,0,0,0
32nd, 8 hours 4 minutes 35 seconds,0,0,0
33rd, 8 hours 4 minutes 48 seconds,0,0,0
34th, 8 hours 5 minutes 1 seconds,0,0,0
35th, 8 hours 5 minutes 12 seconds,0,0,0
36th, 8 hours 5 minutes 24 seconds,0,0,0
37th, 8 hours 5 minutes 36 seconds,0,0,0
38th, 8 hours 5 minutes 47 seconds,0,0,0
39th, 8 hours 5 minutes 59 seconds,0,0,0
40th, 8 hours 6 minutes 11 seconds,0,0,0
41st, 8 hours 21 minutes 22 seconds,0,0,0
42nd, 8 hours 21 minutes 34 seconds,1,0,1
43rd, 8 hours 21 minutes 47 seconds,0,0,0
44th, 8 hours 22 minutes 0 seconds,0,0,0
45th, 8 hours 22 minutes 12 seconds,1,0,1
46th, 8 hours 22 minutes 24 seconds,1,0,1
47th, 8 hours 22 minutes 39 seconds,2,0,2
48th, 8 hours 22 minutes 53 seconds,0,0,0
49th, 8 hours 23 minutes 7 seconds,0,0,0
50th, 8 hours 23 minutes 23 seconds,0,0,0
51st, 8 hours 23 minutes 41 seconds,0,0,0
52nd, 8 hours 23 minutes 57 seconds,0,0,0
53rd, 8 hours 39 minutes 13 seconds,1,0,1
54th, 8 hours 39 minutes 27 seconds,0,0,0
55th, 8 hours 39 minutes 41 seconds,0,0,0
56th, 8 hours 39 minutes 55 seconds,0,0,0
57th, 8 hours 40 minutes 10 seconds,0,0,0
58th, 8 hours 55 minutes 25 seconds,0,0,0
59th, 8 hours 55 minutes 40 seconds,0,0,0
60th, 8 hours 55 minutes 54 seconds,1,0,1
61st, 8 hours 56 minutes 8 seconds,0,0,0
62nd, 8 hours 56 minutes 22 seconds,1,0,1
63rd, 8 hours 56 minutes 36 seconds,0,0,0
64th, 8 hours 56 minutes 51 seconds,1,0,1
65th, 8 hours 57 minutes 6 seconds,0,0,0
66th, 8 hours 57 minutes 21 seconds,0,0,0
67th, 8 hours 57 minutes 36 seconds,0,0,0
68th, 8 hours 57 minutes 50 seconds,0,0,0
69th, 8 hours 58 minutes 4 seconds,0,0,0
70th, 8 hours 58 minutes 19 seconds,0,0,0
71st, 8 hours 58 minutes 33 seconds,0,0,0
72nd, 8 hours 58 minutes 48 seconds,0,0,0
73rd, 8 hours 59 minutes 3 seconds,0,0,0
74th, 8 hours 59 minutes 18 seconds,0,0,0
75th, 8 hours 59 minutes 34 seconds,0,0,0
76th, 8 hours 59 minutes 48 seconds,0,0,0
77th, 9 hours 2 seconds,0,0,0
78th, 9 hours 17 seconds,0,0,0
79th, 9 hours 33 seconds,0,0,0
80th, 9 hours 49 seconds,1,0,1
81st, 9 hours 1 minutes 6 seconds,0,0,0
82nd, 9 hours 1 minutes 25 seconds,0,0,0
83rd, 9 hours 1 minutes 44 seconds,2,0,2
84th, 9 hours 2 minutes 3 seconds,0,0,0
85th, 9 hours 2 minutes 22 seconds,0,0,0
86th, 9 hours 2 minutes 41 seconds,0,0,0
87th, 9 hours 3 minutes 1 seconds,0,0,0
88th, 9 hours 18 minutes 19 seconds,0,0,0
89th, 9 hours 18 minutes 38 seconds,0,0,0
90th, 9 hours 18 minutes 57 seconds,0,0,0
91st, 9 hours 19 minutes 15 seconds,0,0,0
92nd, 9 hours 19 minutes 35 seconds,0,0,0
93rd, 9 hours 21 minutes 3 seconds,2,0,2
94th, 9 hours 21 minutes 23 seconds,0,0,0
95th, 9 hours 21 minutes 43 seconds,0,0,0
96th, 9 hours 22 minutes 1 seconds,1,0,1
97th, 9 hours 37 minutes 20 seconds,0,0,0
98th, 9 hours 37 minutes 40 seconds,1,0,1
99th, 9 hours 38 minutes 0 seconds,1,0,1
100th, 9 hours 38 minutes 21 seconds,1,0,1
101st, 9 hours 38 minutes 42 seconds,2,0,2
102nd, 9 hours 39 minutes 3 seconds,1,0,1
103rd, 9 hours 39 minutes 24 seconds,2,0,2
104th, 9 hours 39 minutes 45 seconds,2,0,2
105th, 9 hours 40 minutes 7 seconds,0,0,0
106th, 9 hours 40 minutes 30 seconds,3,0,3
107th, 9 hours 40 minutes 53 seconds,2,0,2
108th, 9 hours 41 minutes 13 seconds,4,0,4
109th, 9 hours 41 minutes 35 seconds,4,0,4
110th, 9 hours 41 minutes 57 seconds,0,0,0
111th, 9 hours 42 minutes 20 seconds,0,0,0
112th, 9 hours 42 minutes 40 seconds,0,0,0
113th, 9 hours 43 minutes 1 seconds,0,0,0
114th, 9 hours 43 minutes 22 seconds,1,0,1
115th, 9 hours 43 minutes 45 seconds,0,0,0
116th, 9 hours 44 minutes 8 seconds,0,0,0
117th, 9 hours 44 minutes 32 seconds,0,0,0
