Generation,Time,All,Acceptable,Unacceptable
1st, 16 seconds,1,1,0
2nd, 12 minutes 34 seconds,0,0,0
3rd, 34 minutes 6 seconds,2,2,0
4th, 34 minutes 45 seconds,2,0,2
5th, 38 minutes 18 seconds,1,0,1
6th, 54 minutes 6 seconds,0,0,0
7th, 1 hours 6 minutes 46 seconds,0,0,0
8th, 1 hours 22 minutes 28 seconds,0,0,0
9th, 1 hours 26 minutes 12 seconds,2,2,0
10th, 1 hours 26 minutes 56 seconds,0,0,0
11th, 1 hours 39 minutes 36 seconds,1,1,0
12th, 1 hours 43 minutes 22 seconds,3,2,1
13th, 1 hours 50 minutes 8 seconds,2,2,0
14th, 1 hours 59 minutes 52 seconds,0,0,0
15th, 2 hours 12 minutes 34 seconds,2,2,0
16th, 2 hours 25 minutes 13 seconds,2,0,2
17th, 2 hours 52 minutes 58 seconds,0,0,0
18th, 3 hours 35 minutes 44 seconds,0,0,0
19th, 3 hours 45 minutes 33 seconds,0,0,0
20th, 4 hours 1 minutes 27 seconds,0,0,0
21st, 4 hours 29 minutes 12 seconds,5,4,1
22nd, 4 hours 44 minutes 57 seconds,0,0,0
23rd, 4 hours 54 minutes 43 seconds,0,0,0
24th, 5 hours 4 minutes 29 seconds,0,0,0
25th, 5 hours 14 minutes 12 seconds,3,2,1
26th, 5 hours 48 minutes 2 seconds,0,0,0
27th, 6 hours 21 minutes 57 seconds,1,1,0
28th, 6 hours 46 minutes 43 seconds,0,0,0
29th, 7 hours 29 minutes 29 seconds,0,0,0
30th, 7 hours 54 minutes 23 seconds,0,0,0
31st, 8 hours 40 minutes 17 seconds,0,0,0
32nd, 9 hours 20 minutes 11 seconds,2,1,1
33rd, 10 hours 12 minutes 3 seconds,0,0,0
34th, 10 hours 54 minutes 50 seconds,1,0,1
35th, 11 hours 31 minutes 41 seconds,0,0,0
36th, 11 hours 50 minutes 34 seconds,0,0,0
37th, 12 hours 3 minutes 30 seconds,0,0,0
38th, 12 hours 19 minutes 25 seconds,0,0,0
39th, 12 hours 35 minutes 19 seconds,0,0,0
40th, 13 hours 3 minutes 8 seconds,1,1,0
41st, 13 hours 27 minutes 58 seconds,0,0,0
42nd, 14 hours 1 minutes 41 seconds,1,1,0
43rd, 14 hours 29 minutes 33 seconds,0,0,0
44th, 14 hours 51 minutes 21 seconds,0,0,0
45th, 15 hours 19 minutes 13 seconds,5,2,3
46th, 15 hours 58 minutes 55 seconds,1,1,0
47th, 16 hours 29 minutes 42 seconds,0,0,0
48th, 17 hours 33 seconds,0,0,0
49th, 17 hours 25 minutes 28 seconds,1,0,1
50th, 17 hours 53 minutes 23 seconds,1,1,0
51st, 18 hours 12 minutes 22 seconds,0,0,0
52nd, 18 hours 34 minutes 8 seconds,0,0,0
53rd, 19 hours 1 minutes 58 seconds,2,0,2
54th, 19 hours 23 minutes 51 seconds,0,0,0
55th, 19 hours 54 minutes 45 seconds,0,0,0
56th, 20 hours 13 minutes 34 seconds,3,1,2
57th, 20 hours 20 minutes 25 seconds,0,0,0
58th, 20 hours 33 minutes 23 seconds,4,1,3
59th, 20 hours 49 minutes 21 seconds,3,2,1
60th, 21 hours 5 minutes 16 seconds,1,0,1
61st, 21 hours 12 minutes 17 seconds,0,0,0
62nd, 21 hours 22 minutes 14 seconds,0,0,0
63rd, 21 hours 44 minutes 17 seconds,0,0,0
64th, 21 hours 57 minutes 18 seconds,0,0,0
65th, 22 hours 4 minutes 16 seconds,0,0,0
66th, 22 hours 5 minutes 19 seconds,0,0,0
67th, 22 hours 9 minutes 18 seconds,1,0,1
68th, 22 hours 22 minutes 29 seconds,2,0,2
69th, 22 hours 32 minutes 41 seconds,1,0,1
70th, 22 hours 48 minutes 43 seconds,1,0,1
71st, 23 hours 1 minutes 43 seconds,0,0,0
72nd, 23 hours 20 minutes 59 seconds,2,0,2
73rd, 23 hours 34 minutes 14 seconds,0,0,0
74th, 23 hours 44 minutes 35 seconds,1,0,1
75th, 23 hours 54 minutes 33 seconds,0,0,0
76th, 24 hours 4 minutes 34 seconds,0,0,0
