Generation,Time,All,Acceptable,Unacceptable
1st, 20 seconds,1,1,0
2nd, 36 seconds,0,0,0
3rd, 7 minutes 19 seconds,0,0,0
4th, 8 minutes 4 seconds,2,1,1
5th, 11 minutes 44 seconds,2,1,1
6th, 12 minutes 25 seconds,1,1,0
7th, 25 minutes 11 seconds,1,1,0
8th, 31 minutes 56 seconds,3,1,2
9th, 35 minutes 42 seconds,0,0,0
10th, 57 minutes 27 seconds,1,0,1
11th, 1 hours 4 minutes 14 seconds,0,0,0
12th, 1 hours 17 minutes 4 seconds,2,2,0
13th, 1 hours 20 minutes 50 seconds,1,1,0
14th, 1 hours 24 minutes 42 seconds,4,1,3
15th, 1 hours 37 minutes 33 seconds,2,0,2
16th, 1 hours 53 minutes 27 seconds,0,0,0
17th, 2 hours 20 seconds,0,0,0
18th, 2 hours 10 minutes 14 seconds,0,0,0
19th, 2 hours 17 minutes 9 seconds,2,1,1
20th, 2 hours 21 minutes 17 seconds,0,0,0
21st, 2 hours 31 minutes 14 seconds,2,1,1
22nd, 2 hours 35 minutes 9 seconds,1,0,1
23rd, 2 hours 45 minutes 3 seconds,1,1,0
24th, 3 hours 18 minutes 53 seconds,2,1,1
25th, 3 hours 22 minutes 46 seconds,2,0,2
26th, 3 hours 26 minutes 47 seconds,1,0,1
27th, 3 hours 33 minutes 36 seconds,1,1,0
28th, 3 hours 37 minutes 22 seconds,1,0,1
29th, 3 hours 47 minutes 13 seconds,1,0,1
30th, 3 hours 47 minutes 59 seconds,0,0,0
31st, 3 hours 57 minutes 46 seconds,1,1,0
32nd, 4 hours 10 minutes 31 seconds,2,2,0
33rd, 4 hours 20 minutes 16 seconds,0,0,0
34th, 4 hours 27 minutes 2 seconds,1,1,0
35th, 4 hours 42 minutes 47 seconds,1,0,1
36th, 5 hours 16 minutes 35 seconds,2,0,2
37th, 5 hours 38 minutes 22 seconds,0,0,0
38th, 5 hours 42 minutes 4 seconds,2,0,2
39th, 5 hours 54 minutes 49 seconds,2,0,2
40th, 6 hours 10 minutes 35 seconds,1,0,1
41st, 6 hours 17 minutes 28 seconds,0,0,0
42nd, 6 hours 33 minutes 13 seconds,1,0,1
43rd, 6 hours 45 minutes 54 seconds,1,1,0
44th, 6 hours 58 minutes 33 seconds,2,2,0
45th, 7 hours 2 minutes 17 seconds,2,0,2
46th, 7 hours 9 minutes 0 seconds,2,1,1
47th, 7 hours 24 minutes 55 seconds,2,0,2
48th, 7 hours 40 minutes 43 seconds,2,1,1
49th, 7 hours 56 minutes 27 seconds,2,0,2
50th, 8 hours 15 minutes 10 seconds,1,0,1
51st, 8 hours 27 minutes 53 seconds,2,0,2
52nd, 8 hours 34 minutes 33 seconds,0,0,0
53rd, 8 hours 44 minutes 16 seconds,2,1,1
54th, 9 hours 5 minutes 59 seconds,1,0,1
55th, 9 hours 33 minutes 42 seconds,1,0,1
56th, 9 hours 52 minutes 21 seconds,4,0,4
57th, 10 hours 8 minutes 3 seconds,2,1,1
58th, 10 hours 17 minutes 45 seconds,1,0,1
59th, 10 hours 36 minutes 22 seconds,0,0,0
60th, 10 hours 55 minutes 10 seconds,4,0,4
61st, 11 hours 10 minutes 55 seconds,4,0,4
62nd, 11 hours 26 minutes 46 seconds,2,0,2
63rd, 12 hours 30 seconds,1,0,1
64th, 12 hours 22 minutes 22 seconds,2,1,1
65th, 12 hours 35 minutes 11 seconds,0,0,0
66th, 12 hours 45 minutes 17 seconds,1,0,1
67th, 12 hours 58 minutes 10 seconds,1,1,0
68th, 13 hours 10 minutes 58 seconds,0,0,0
69th, 13 hours 26 minutes 45 seconds,1,0,1
70th, 14 hours 33 seconds,3,1,2
71st, 14 hours 28 minutes 23 seconds,1,0,1
72nd, 14 hours 32 minutes 14 seconds,1,1,0
73rd, 14 hours 57 minutes 6 seconds,5,2,3
