Generation,Time,All,Acceptable,Unacceptable
1st, 29 seconds,1,1,0
2nd, 55 seconds,0,0,0
3rd, 13 minutes 36 seconds,0,0,0
4th, 17 minutes 20 seconds,0,0,0
5th, 24 minutes 7 seconds,0,0,0
6th, 57 minutes 59 seconds,1,1,0
7th, 1 hours 37 minutes 48 seconds,0,0,0
8th, 1 hours 41 minutes 37 seconds,1,1,0
9th, 1 hours 51 minutes 34 seconds,0,0,0
10th, 2 hours 7 minutes 29 seconds,1,1,0
11th, 2 hours 26 minutes 27 seconds,0,0,0
12th, 2 hours 36 minutes 28 seconds,2,2,0
13th, 2 hours 37 minutes 27 seconds,1,0,1
14th, 2 hours 44 minutes 31 seconds,0,0,0
15th, 3 hours 17 seconds,2,1,1
16th, 3 hours 4 minutes 9 seconds,0,0,0
17th, 3 hours 20 minutes 1 seconds,2,0,2
18th, 3 hours 26 minutes 57 seconds,1,1,0
19th, 3 hours 45 minutes 47 seconds,1,1,0
20th, 3 hours 58 minutes 33 seconds,1,0,1
21st, 4 hours 8 minutes 23 seconds,1,0,1
22nd, 4 hours 15 minutes 21 seconds,1,1,0
23rd, 4 hours 31 minutes 21 seconds,0,0,0
24th, 4 hours 50 minutes 12 seconds,0,0,0
25th, 4 hours 59 minutes 58 seconds,2,2,0
26th, 5 hours 6 minutes 45 seconds,0,0,0
27th, 5 hours 7 minutes 34 seconds,2,2,0
28th, 5 hours 20 minutes 25 seconds,2,1,1
29th, 5 hours 27 minutes 18 seconds,2,1,1
30th, 5 hours 31 minutes 6 seconds,2,0,2
31st, 5 hours 38 minutes 3 seconds,1,1,0
32nd, 5 hours 42 minutes 14 seconds,0,0,0
33rd, 5 hours 43 minutes 17 seconds,0,0,0
34th, 5 hours 44 minutes 7 seconds,1,0,1
35th, 5 hours 47 minutes 59 seconds,0,0,0
36th, 5 hours 54 minutes 48 seconds,2,1,1
37th, 6 hours 1 minutes 36 seconds,1,1,0
38th, 6 hours 11 minutes 33 seconds,2,0,2
39th, 6 hours 27 minutes 25 seconds,0,0,0
40th, 6 hours 40 minutes 14 seconds,1,0,1
41st, 7 hours 5 minutes 3 seconds,1,0,1
42nd, 7 hours 29 minutes 54 seconds,1,0,1
43rd, 7 hours 39 minutes 40 seconds,0,0,0
44th, 8 hours 1 minutes 30 seconds,1,1,0
45th, 8 hours 17 minutes 13 seconds,0,0,0
46th, 8 hours 26 minutes 55 seconds,0,0,0
47th, 8 hours 48 minutes 32 seconds,0,0,0
48th, 8 hours 55 minutes 14 seconds,2,0,2
49th, 9 hours 4 minutes 54 seconds,1,1,0
50th, 9 hours 11 minutes 36 seconds,1,0,1
51st, 9 hours 18 minutes 17 seconds,1,0,1
52nd, 9 hours 33 minutes 56 seconds,0,0,0
53rd, 9 hours 49 minutes 33 seconds,0,0,0
54th, 9 hours 56 minutes 14 seconds,1,0,1
55th, 9 hours 59 minutes 52 seconds,1,1,0
56th, 10 hours 36 minutes 32 seconds,2,1,1
57th, 10 hours 43 minutes 14 seconds,1,1,0
58th, 10 hours 55 minutes 53 seconds,0,0,0
59th, 11 hours 2 minutes 34 seconds,0,0,0
60th, 11 hours 6 minutes 12 seconds,3,1,2
61st, 11 hours 12 minutes 55 seconds,0,0,0
62nd, 11 hours 19 minutes 33 seconds,0,0,0
63rd, 11 hours 23 minutes 12 seconds,0,0,0
64th, 11 hours 23 minutes 54 seconds,0,0,0
65th, 11 hours 24 minutes 29 seconds,1,1,0
66th, 11 hours 28 minutes 9 seconds,0,0,0
67th, 11 hours 34 minutes 50 seconds,2,1,1
68th, 12 hours 8 minutes 29 seconds,0,0,0
69th, 12 hours 9 minutes 6 seconds,0,0,0
70th, 12 hours 9 minutes 49 seconds,2,1,1
71st, 12 hours 10 minutes 28 seconds,0,0,0
72nd, 12 hours 11 minutes 7 seconds,1,1,0
73rd, 12 hours 14 minutes 49 seconds,2,1,1
74th, 12 hours 27 minutes 31 seconds,0,0,0
75th, 12 hours 28 minutes 13 seconds,0,0,0
76th, 12 hours 28 minutes 53 seconds,0,0,0
77th, 12 hours 29 minutes 34 seconds,2,2,0
78th, 12 hours 30 minutes 16 seconds,2,0,2
79th, 12 hours 30 minutes 58 seconds,0,0,0
80th, 12 hours 31 minutes 42 seconds,0,0,0
81st, 12 hours 35 minutes 25 seconds,4,2,2
82nd, 12 hours 42 minutes 9 seconds,1,0,1
83rd, 13 hours 6 minutes 51 seconds,0,0,0
84th, 13 hours 7 minutes 35 seconds,1,0,1
85th, 13 hours 11 minutes 19 seconds,0,0,0
86th, 13 hours 21 minutes 4 seconds,4,1,3
87th, 13 hours 39 minutes 46 seconds,2,1,1
88th, 13 hours 46 minutes 33 seconds,2,2,0
89th, 14 hours 2 minutes 16 seconds,3,2,1
90th, 14 hours 18 minutes 1 seconds,1,1,0
91st, 14 hours 30 minutes 48 seconds,1,0,1
92nd, 14 hours 40 minutes 36 seconds,3,0,3
93rd, 14 hours 50 minutes 26 seconds,3,2,1
94th, 14 hours 54 minutes 13 seconds,3,3,0
95th, 15 hours 13 minutes 2 seconds,3,2,1
96th, 15 hours 13 minutes 55 seconds,5,1,4
97th, 15 hours 17 minutes 32 seconds,2,1,1
